mtype,tokens,label
SCAL,"['1']",0
FUNC,"['f', '(', 'm', ',', 'n', ')', '=', '2', '^', 'm', '(', '2', 'n', '+', '1', ')', '-', '1']",0
FUNC,"['f']",0
SCAL,"['2']",0
SET,"['\mathbb{N}']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\to', 'M']",0
FUNC,"['f', ':', 'X', '\\to', '\\mathbb{N}']",0
FUNC,"['f', ':', 'S', '\\to', 'T']",0
SET,"['\\{', 'b', ',', 'c', '\\}']",0
FUNC,"['f']",0
FUNC,"['h', ':', 'X', '\\rightarrow', 'Y']",0
SCAL,"['3']",0
FUNC,"['f']",0
FUNC,"['u']",0
SET,"['\\{', 'N', '\\}']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\to', 'X']",0
SET,"['\mathbb{Q}']",0
FUNC,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']",0
FUNC,"['f', ':', 'A', '\\to', 'A']",0
FUNC,"['f']",0
SET,"['\\{', '1', '\\}']",0
FUNC,"['F', '\\colon', 'P', '(', 'a', ')', '\\to', 'P', '(', 'b', ')']",0
FUNC,"['x']",0
FUNC,"['g', ':', 'B', '\\to', 'C']",0
SET,"['\\{', 'x', ',', 'y', '\\}']",0
FUNC,"['A']",0
FUNC,"['f']",0
SCAL,"['1']",0
FUNC,"['B']",0
FUNC,"['f']",0
FUNC,"['f', '(', 'n', ')', '=', 'n', '+', '2']",0
FUNC,"['g']",0
FUNC,"['f', ':', 'A', '\\to', 'B']",0
SET,"['\\mathbb', 'R']",0
SET,"['\\{', '3', '\\}']",0
FUNC,"['f']",0
SET,"['A', '\\times', 'B']",0
FUNC,"['f', '\\circ', 'g']",0
SCAL,"['0']",0
FUNC,"['h']",0
FUNC,"['h', '\\circ', 'g']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\to', 'A']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\rightarrow', 'X']",0
SCAL,"['f', '(', 'n', ')']",0
FUNC,"['x']",0
FUNC,"['F']",0
SET,"['\mathbb{Q}']",0
FUNC,"['f']",0
FUNC,"['v']",0
FUNC,"['A']",0
SET,"['\mathbb{R}']",0
FUNC,"['h', ':', 'A', '\\rightarrow', 'B']",0
FUNC,"['f']",0
SET,"['A', '\\cap', 'B']",0
FUNC,"['g']",0
FUNC,"['f', ':', '\\{', '1', ',', '2', '\\}', '\\to', '\\mathbb', 'R']",0
FUNC,"['f', ':', 'A', '\\to', 'J']",0
FUNC,"['S', '(', 'n', ')', '=', 'n', '+', '1']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\rightarrow', 'S']",0
FUNC,"['g', ':', '\\mathbb', 'N', '\\rightarrow', 'A']",0
FUNC,"['f', ':', 'S', '\\to', 'U']",0
FUNC,"['S']",0
FUNC,"['F']",0
FUNC,"['F']",0
FUNC,"['g', '(', 'x', ')', '=', '\\{', 'x', '\\}']",0
FUNC,"['f']",0
FUNC,"['g', ':', 'M', '\\rightarrow', 'M']",0
SET,"['V', '(', 'c', 'o', 'l', ')']",0
FUNC,"['f']",0
SCAL,"['1']",0
FUNC,"['g']",0
FUNC,"['f']",0
FUNC,"['f', ':', 'X', '\\to', 'Y']",0
FUNC,"['h', '\\colon', 'C', '\\to', 'A', '\\times', 'B']",0
FUNC,"['f', ':', 'A', '\\rightarrow', '\\mathbb{N}']",0
FUNC,"['f', ':', 'A', '\\to', 'B']",0
FUNC,"['h', ':', 'B', '\\rightarrow', 'C']",0
FUNC,"['A']",0
FUNC,"['f', '(', 'x', ')', '=', 'n', 'x']",0
FUNC,"['f', ':', 'X', '\\to', 'Y']",0
FUNC,"['g']",0
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']",0
SET,"['\\mathbb', 'R']",0
FUNC,"['f']",0
SET,"['\\{', 'b', ',', 'c', ',', 'd', '\\}']",0
FUNC,"['U']",0
FUNC,"['f']",0
SET,"['X', '\\times', 'Y']",0
FUNC,"['f', ':', 'P', '\\to', '\\mathbb{N}']",0
FUNC,"['f', ':', 'B', '\\rightarrow', 'A']",0
FUNC,"['f', '\\colon', 'A', '\\to', 'B']",0
FUNC,"['f']",0
SCAL,"['f', '(', 'n', ')']",0
FUNC,"['A']",0
FUNC,"['h', '\\colon', 'A', '\\to', 'B']",0
FUNC,"['g']",0
FUNC,"['f', ':', '\\mathbb', 'N', '\\times', '\\mathbb', 'N', '\\to', '\\mathbb', 'N']",0
FUNC,"['f']",0
FUNC,"['f', ':', 'X', '\\to', 'X']",0
FUNC,"['f']",0
FUNC,"['f']",0
SET,"['\mathbb{Q}']",0
FUNC,"['f']",0
SET,"['X', '\\times', 'Y']",0
FUNC,"['f', ':', 'N', '\\to', 'R']",0
FUNC,"['g']",0
SCAL,"['3']",0
FUNC,"['g', '\\circ', 'f']",0
SET,"['X', '^', 'Y']",0
FUNC,"['f']",0
FUNC,"['s', ':', '\\mathbb', 'N', '\\to', 'S']",0
SCAL,"['0', '-', '9']",0
FUNC,"['g']",0
SET,"['\mathbb{Q}']",0
FUNC,"['A']",0
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2']",0
SET,"['\\mathbb', 'Z']",0
FUNC,"['g', ':', 'B', '\\to', 'C']",0
FUNC,"['f', ':', '\\mathbb', 'N', '\\to', '\\{', '0', ',', '1', '\\}']",0
FUNC,"['x']",0
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']",0
FUNC,"['f']",0
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']",0
FUNC,"['f']",0
FUNC,"['f', ':', 'A', '\\to', 'B']",0
FUNC,"['f', ':', 'A', '\\to', 'B']",0
FUNC,"['f']",0
SET,"['H', 'k']",0
FUNC,"['f', ':', 'A', '\\to', 'B']",0
SET,"['A', '\\cup', 'B']",0
FUNC,"['f', '\\colon', 'N', '\\to', 'Y']",0
FUNC,"['F']",0
FUNC,"['f']",0
FUNC,"['F']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['f', ':', 'A', '\\to', 'B']",0
FUNC,"['X']",0
SCAL,"['y', '-', 'x']",0
SCAL,"['s', '(', 'n', ')']",0
FUNC,"['f']",0
FUNC,"['f', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']",0
SET,"['(', '0', ',', '1', ')']",0
SET,"['\\{', 'a', ',', 'b', '\\}']",0
FUNC,"['f', '\\colon', '\\{', '1', ',', '2', '\\}', '\\to', 'X']",0
FUNC,"['f', ':', 'X', '\\to', 'X']",0
FUNC,"['f', ':', 'A', '\\to', 'B']",0
FUNC,"['f']",0
FUNC,"['f', '(', 'n', ')', '=', 'n', '+', '1']",0
SET,"['A', '\\times', 'A', '^', '2']",0
FUNC,"['f']",0
FUNC,"['H']",0
SCAL,"['0', '5']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\rightarrow', 'S']",0
FUNC,"['f', ':', 'A', '\\to', 'B']",0
FUNC,"['a', '\\circ', 'b']",0
FUNC,"['f']",0
FUNC,"['j']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['F']",0
FUNC,"['T', ':', 'A', '\\to', 'B']",0
FUNC,"['g']",0
FUNC,"['h', ':', '(', '0', ',', '1', ')', '\\to', '(', '0', ',', '1', ']']",0
SET,"['\mathbb{N}']",0
FUNC,"['f']",0
SET,"['A', '\\cap', 'B']",0
SCAL,"['3']",0
SET,"['\\{', '0', ',', '2', '\\}']",0
FUNC,"['R']",0
FUNC,"['w']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{Q}']",0
FUNC,"['g']",0
SET,"['(', 'A', '\\times', 'B', ')']",0
FUNC,"['R']",0
SET,"['\\{', '\\}']",0
FUNC,"['f', '(', 'x', ')', '=', '2', '^', 'x']",0
FUNC,"['g']",0
SET,"['\\{', '4', ',', '5', ',', '6', '\\}']",0
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2']",0
FUNC,"['g', '\\colon', 'A', '\\to', 'B']",0
FUNC,"['x']",0
FUNC,"['f', ':', 'A', '\\to', 'A']",0
SET,"['\\{', '7', ',', '8', ',', '9', ',', '1', '\\}']",0
FUNC,"['R', '\\circ', 'R']",0
FUNC,"['A']",0
FUNC,"['f', ':', '\\mathbb', 'Z', '\\to', '\\mathbb', 'N']",0
FUNC,"['h', ':', 'U', '\\to', 'V']",0
SET,"['[', '0', ',', '1', ')']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\to', 'A']",0
SET,"['\\{', '3', '\\}']",0
FUNC,"['f', ':', 'A', '\\to', 'B']",0
FUNC,"['h', ':', '(', '2', ',', '1', ')', '\\to', '(', '4', ',', '7', ')']",0
FUNC,"['c']",0
FUNC,"['f']",0
SCAL,"['6']",0
SCAL,"['f', '(', 'a', ')']",0
SET,"['\\{', '2', ',', '3', '\\}']",0
FUNC,"['g', ':', '\\mathbb{N}', '\\times', 'A', '\\to', '\\{', '0', ',', '1', '\\}']",0
FUNC,"['A']",0
FUNC,"['f']",0
FUNC,"['f', ':', 'S', '\\to', 'G']",0
SCAL,"['2']",0
SCAL,"['5']",0
FUNC,"['g']",0
FUNC,"['f', '\\colon', 'S', '\\to', 'T']",0
FUNC,"['g', '\\colon', 'B', '\\to', 'A']",0
FUNC,"['g', ':', 'S', '^', 'n', '\\to', 'S']",0
SCAL,"['1', '/', '3']",0
FUNC,"['f']",0
FUNC,"['b', ':', 'Y', '\\to', 'Z']",0
SCAL,"['0']",0
FUNC,"['f']",0
FUNC,"['h']",0
FUNC,"['f']",0
SET,"['A', '\\cap', 'B']",0
SCAL,"['1']",0
FUNC,"['f', ':', 'B', '\\to', '\\mathbb{Q}']",0
FUNC,"['g']",0
FUNC,"['F', ':', 'A', '\\rightarrow', 'S']",0
SET,"['\\mathbb', 'N', '^', '5']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['z']",0
FUNC,"['f']",0
SCAL,"['b', '(', 'x', ')', '(', 'n', ')']",0
FUNC,"['f', ':', '\\mathbb', 'R', '\\rightarrow', '\\mathbb', 'R']",0
SCAL,"['1']",0
FUNC,"['H', ':', 'G', '\\to', 'M', '^', 'M']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['f']",0
SET,"['\\mathbb{R}', '^', '2']",0
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']",0
FUNC,"['F']",0
FUNC,"['f', '\\colon', 'C', '\\to', 'D']",0
FUNC,"['a']",0
FUNC,"['G']",0
FUNC,"['g', ':', '(', '0', ',', '1', ')', '\\to', 'C']",0
SET,"['A', '^', 'B']",0
SET,"['\\{', 'a', '\\}']",0
FUNC,"['f', ':', '[', '0', ',', '1', ']', '\\to', '[', '0', ',', '1', ']']",0
SET,"['A', '\\cup', 'B', '\\cup', 'C']",0
FUNC,"['f', ':', 'A', '\\to', 'B']",0
FUNC,"['g', ':', 'M', '\\rightarrow', '\\mathbb{N}']",0
FUNC,"['f']",0
FUNC,"['A']",0
FUNC,"['g', ':', 'X', '\\to', 'X']",0
SET,"['\mathbb{Q}']",0
SCAL,"['3']",0
SET,"['\\{', 'a', ',', 'b', ',', 'c', '\\}']",0
FUNC,"['g', '(', 'b', ')', '=', 'a']",0
FUNC,"['g', ':', 'B', '\\to', 'A']",0
FUNC,"['k']",0
FUNC,"['l']",0
FUNC,"['g', ':', 'B', '\\rightarrow', 'A']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\rightarrow', '\\mathbb{Z}']",0
SET,"['(', 'A', '\\cup', 'C', ')', '\\times', '(', 'B', '\\cup', 'D', ')']",0
FUNC,"['f', ':', 'A', '\\to', 'B']",0
FUNC,"['g', ':', 'C', '\\cup', 'D', '\\to', 'D']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['g', '\\colon', 'B', '\\to', 'A']",0
FUNC,"['f', ':', 'A', '\\to', 'B']",0
SET,"['\\{', 'b', ',', 'c', '\\}']",0
FUNC,"['R']",0
SCAL,"['0']",0
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']",0
SET,"['\mathbb{Q}']",0
FUNC,"['f', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']",0
SET,"['\\{', '0', ',', '1', '\\}']",0
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']",0
FUNC,"['f']",0
FUNC,"['f', ':', 'A', '\\to', 'B']",0
SCAL,"['1']",0
FUNC,"['f', ':', 'A', '\\rightarrow', '\\mathbb', 'N']",0
FUNC,"['f']",0
FUNC,"['h']",0
FUNC,"['s']",0
FUNC,"['A']",0
FUNC,"['h', ':', 'A', '\\rightarrow', 'B']",0
FUNC,"['f', ':', 'A', '\\rightarrow', 'A']",0
FUNC,"['f']",0
FUNC,"['g']",0
FUNC,"['f']",0
SET,"['\mathbb{N}']",0
SET,"['\\{', 'A', ',', 'B', '\\}']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\to', 'X']",0
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2']",0
FUNC,"['f']",0
SCAL,"['k', '(', 'p', ')']",0
FUNC,"['g']",0
FUNC,"['f']",0
SET,"['\\{', '6', ',', '7', '\\}']",0
FUNC,"['f', ':', 'A', '\\to', 'B']",0
FUNC,"['g', ':', 'B', '\\to', 'A']",0
SET,"['\\mathbb', 'Q']",0
SCAL,"['1']",0
FUNC,"['f']",0
FUNC,"['R']",0
SET,"['\mathbb{C}']",0
FUNC,"['f', ':', 'X', '\\to', 'Y']",0
SET,"['S', '\\times', 'S']",0
FUNC,"['f', ':', '\\mathbb', 'R', '\\rightarrow', '\\mathbb', 'R']",0
SET,"['(', '0', ',', '1', ')']",0
FUNC,"['f']",0
SET,"['\\mathbb', 'R']",0
FUNC,"['f', '\\colon', '\\{', '0', ',', '1', '\\}', '\\to', '\\{', 'a', ',', 'b', ',', 'c', ',', 'd', ',', 'e', '\\}']",0
FUNC,"['f', ':', 'X', '\\to', 'Y']",0
FUNC,"['f']",0
FUNC,"['h', ':', '\\mathbb{N}', '\\to', 'M']",0
FUNC,"['X']",0
FUNC,"['f']",0
FUNC,"['f', ':', 'X', '\\rightarrow', 'X']",0
FUNC,"['f', '\\colon', 'X', '\\to', '\\mathbb{N}']",0
FUNC,"['F', ':', 'Y', '\\to', 'X']",0
FUNC,"['f', ':', '\\varnothing', '\\to', '\\varnothing']",0
SET,"['A', '\\times', 'B']",0
FUNC,"['n']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['f', '(', 'n', ')', '=', '2', 'n']",0
FUNC,"['S']",0
FUNC,"['T']",0
FUNC,"['f', ':', 'A', '\\to', 'B']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['V']",0
SET,"['\\{', '\\varnothing', '\\}']",0
SET,"['\mathbb{Q}']",0
FUNC,"['g']",0
FUNC,"['f', ':', 'A', '\\to', 'B']",0
FUNC,"['f', ':', '\\mathbb', 'Q', '\\to', '\\mathbb', 'Z']",0
FUNC,"['f']",0
FUNC,"['f']",0
SET,"['A', '\\times', 'B']",0
FUNC,"['g', ':', 'B', '\\rightarrow', 'C']",0
FUNC,"['g', '\\colon', 'B', '\\to', '\\mathbb{N}']",0
SET,"['A', '\\times', 'A']",0
FUNC,"['x']",0
FUNC,"['f', '(', 'x', ')', '=', 'e', '^', 'x']",0
FUNC,"['g', ':', 'B', '\\rightarrow', 'A']",0
FUNC,"['f', ':', 'E', '\\to', '\\mathbb{N}']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['f', ':', 'X', '\\to', 'Y']",0
FUNC,"['f', ':', '\\mathbb', 'N', '\\to', 'X']",0
SET,"['(', 'q', ',', 'z', ')']",0
FUNC,"['f']",0
FUNC,"['f', ',', 'g', ':', 'A', '\\to', 'A']",0
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']",0
FUNC,"['f', ',', 'g', ':', 'M', '\\to', 'M']",0
FUNC,"['f']",0
FUNC,"['f', '(', 'x', ')', '=', 'x']",0
FUNC,"['f', '\\colon', 'I', '\\times', 'J', '\\to', 'I', '\\times', 'J']",0
SET,"['A', '\\times', '\\varnothing']",0
SCAL,"['q', '^', '2']",0
FUNC,"['f', ':', 'A', '\\rightarrow', 'T']",0
FUNC,"['F']",0
SET,"['\\{', '0', ',', '1', '\\}']",0
SET,"['\\{', 'x', ',', 'y', '\\}']",0
FUNC,"['f']",0
SCAL,"['x', '-', '1']",0
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']",0
SET,"['\\{', '1', '\\}']",0
FUNC,"['s']",0
FUNC,"['f']",0
FUNC,"['f', ':', 'I', '\\rightarrow', 'A']",0
SET,"['X', '\\cup', 'Y']",0
FUNC,"['h']",0
FUNC,"['f', ':', 'A', '\\to', 'B']",0
SET,"['S', '^', '0']",0
FUNC,"['A']",0
FUNC,"['f', '(', 'x', ')', '=', '2', 'x', '+', '1']",0
FUNC,"['f', ':', 'A', '\\to', 'B']",0
FUNC,"['X']",0
SCAL,"['0']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\to', 'A']",0
FUNC,"['f']",0
SET,"['\\{', 'y', '\\}']",0
FUNC,"['f', '(', 'n', ')', '=', '\\dfrac', '{', '(', '-', '1', ')', '^', 'n', '(', '2', 'n', '-', '1', ')', '+', '1', '}', '{', '4', '}']",0
FUNC,"['f', ':', '[', '0', ',', '1', ']', '\\rightarrow', 'P']",0
SET,"['\\{', '0', ',', '1', '\\}']",0
FUNC,"['h']",0
FUNC,"['g']",0
SET,"['\mathbb{R}']",0
FUNC,"['f']",0
SET,"['\\{', '0', ',', '1', '\\}']",0
FUNC,"['g', ':', 'A', '\\to', 'B']",0
SET,"['(', 'A', '\\cap', 'B', ')', '\\cap', '(', 'C', '\\cap', 'D', ')']",0
SCAL,"['3']",0
FUNC,"['f', ':', 'A', '\\cup', 'C', '\\to', 'B', '\\cup', 'C']",0
FUNC,"['g']",0
FUNC,"['f']",0
FUNC,"['f']",0
SET,"['\mathbb{Q}']",0
SET,"['T', '1']",0
FUNC,"['f']",0
FUNC,"['a']",0
SCAL,"['0']",0
FUNC,"['f', ':', '\\mathbb', 'N', '\\to', 'X']",0
FUNC,"['g']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\rightarrow', 'A']",0
FUNC,"['R']",0
FUNC,"['f', '(', 'x', ')', '=', '2', '^', 'x']",0
FUNC,"['t']",0
SET,"['\mathbb{N}']",0
FUNC,"['h']",0
FUNC,"['f']",0
FUNC,"['A']",0
FUNC,"['f', ':', 'X', '\\to', 'Y']",0
FUNC,"['g', ':', 'Y', '\\to', 'X']",0
SCAL,"['(', '2', 'n', '+', '1', ')']",0
FUNC,"['g']",0
FUNC,"['f']",0
SCAL,"['0']",0
FUNC,"['f']",0
SCAL,"['0']",0
SCAL,"['a', '/', 'b']",0
SCAL,"['1']",0
FUNC,"['f']",0
FUNC,"['f', '(', 'n', ')', '=', 'n']",0
FUNC,"['f', ':', 'X', '\\to', 'X']",0
SCAL,"['0']",0
SCAL,"['f', '(', 'd', ')']",0
FUNC,"['f', '(', 'x', ')', '=', 'x']",0
FUNC,"['f']",0
SET,"['(', '0', ',', '1', ')']",0
SET,"['\\mathbb', 'Q', '^', '3']",0
SCAL,"['-', 'x']",0
FUNC,"['f', ':', '\\mathbb', 'N', '\\rightarrow', 'A']",0
SET,"['\\mathbb{N}', '\\times', '\\mathbb{N}']",0
SET,"['\\mathbb', 'R']",0
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']",0
FUNC,"['F']",0
FUNC,"['k']",0
FUNC,"['g', ':', 'A', '\\rightarrow', 'B']",0
SET,"['\mathbb{N}']",0
FUNC,"['f']",0
FUNC,"['f', ':', 'A', '\\times', 'B', '\\to', 'B', '\\times', 'A']",0
SET,"['\\{', '\\varnothing', ',', 'a', '\\}']",0
FUNC,"['g', ':', 'A', '\\cap', 'B', '\\to', 'A', '\\cap', 'B']",0
FUNC,"['g']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}']",0
SCAL,"['2', '^', 'i']",0
FUNC,"['f', ':', 'X', '\\to', '\\{', '0', ',', '1', '\\}']",0
SET,"['A', '^', 'B']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']",0
FUNC,"['u', '\\circ', 'v']",0
FUNC,"['f', ':', 'E', '\\to', 'D']",0
FUNC,"['x']",0
FUNC,"['g']",0
FUNC,"['f']",0
FUNC,"['f']",0
SCAL,"['0']",0
FUNC,"['f', ':', 'X', '\\to', 'Y']",0
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']",0
FUNC,"['f', ':', 'B', '\\rightarrow', '\\mathbb', 'N']",0
FUNC,"['H', ':', 'A', '^', 'C', '\\times', 'B', '^', 'C', '\\to', '(', 'A', '\\times', 'B', ')', '^', 'C']",0
FUNC,"['f', ':', '\\mathbb{R}', '\\to', '\\{', '0', ',', '1', '\\}']",0
FUNC,"['F']",0
SET,"['(', 'a', ',', 'b', ')']",0
FUNC,"['f', ':', '\\mathbb', 'R', '\\to', '\\mathbb', 'R']",0
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']",0
SCAL,"['0']",0
FUNC,"['s']",0
FUNC,"['f']",0
SCAL,"['0']",0
FUNC,"['g', ':', 'Y', '\\rightarrow', 'X']",0
FUNC,"['f', ':', 'C', '\\to', 'B']",0
SCAL,"['f', '(', 'n', ')']",0
FUNC,"['F', ':', 'P', '\\rightarrow', 'W']",0
FUNC,"['t']",0
SCAL,"['2']",0
SCAL,"['2', '^', 'n']",0
SCAL,"['n', '-', '1']",0
SCAL,"['1']",0
FUNC,"['g']",0
FUNC,"['f', '\\colon', 'X', '\\to', 'Y']",0
FUNC,"['h']",0
FUNC,"['f', '(', 'n', ')', '=', 'n', '+', '1']",0
SET,"['\\mathbb{N}', '\\times', '\\mathbb{N}']",0
FUNC,"['g', ':', 'P', '\\to', 'Q']",0
SET,"['\mathbb{N}']",0
FUNC,"['f', '\\colon', 'A', '\\to', 'B']",0
FUNC,"['f', ':', 'X', '\\to', 'Y']",0
FUNC,"['f']",0
FUNC,"['f']",0
SCAL,"['1', '^', 'm']",0
FUNC,"['f']",0
FUNC,"['f', ':', 'B', '\\rightarrow', 'A']",0
FUNC,"['F']",0
FUNC,"['g', ':', 'A', '\\to', 'B']",0
FUNC,"['g']",0
FUNC,"['f']",0
FUNC,"['g', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']",0
FUNC,"['f']",0
SET,"['\\{', '0', ',', '1', '\\}']",0
FUNC,"['f', '(', 'x', ')', '=', '5', '+', '\\frac', '{', '1', '}', '{', '1', '+', 'e', '^', 'x', '}']",0
FUNC,"['f']",0
FUNC,"['g', '\\circ', 'f']",0
FUNC,"['f']",0
SET,"['\\{', '3', '\\}']",0
FUNC,"['x']",0
SCAL,"['0']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['A']",0
SET,"['O', 'n']",0
FUNC,"['A']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']",0
FUNC,"['f', ':', 'A', '\\cup', 'B', '\\rightarrow', 'A']",0
SET,"['\mathbb{Q}']",0
FUNC,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']",0
FUNC,"['f', ':', 'A', '\\to', 'B']",0
SCAL,"['1']",0
SCAL,"['1']",0
SET,"['\\{', 'A', ',', 'B', ',', 'C', '\\}']",0
FUNC,"['f', ':', 'X', '\\to', 'Y']",0
SCAL,"['\\frac', '{', 'a', '}', '{', 'b', '}']",0
FUNC,"['s', ':', 'Z', '\\rightarrow', 'M']",0
FUNC,"['k', ':', 'X', '\\rightarrow', 'Z']",0
SET,"['\\{', 'a', ',', 'b', '\\}']",0
FUNC,"['f', '(', 'x', ')', '=', 'x']",0
FUNC,"['f', ':', 'A', '\\to', '\\mathbb', 'N']",0
FUNC,"['f', ':', 'X', '\\rightarrow', 'A']",0
FUNC,"['A']",0
FUNC,"['F', '\\colon', 'R', '\\to', 'S']",0
FUNC,"['F']",0
FUNC,"['f', ':', 'A', '\\rightarrow', '\\varnothing']",0
SET,"['\\{', 'B', '\\}']",0
SET,"['A', '\\times', 'B']",0
SET,"['\\{', '0', ',', '1', '\\}']",0
SET,"['A', '\\cup', 'B']",0
FUNC,"['f', ':', 'R', '^', '2', '\\to', 'R']",0
FUNC,"['g', ':', 'Y', '\\rightarrow', 'X']",0
FUNC,"['g', '\\colon', '\\mathbb', 'N', '\\to', '\\mathbb', 'N']",0
FUNC,"['p', ':', 'X', '\\rightarrow', 'Y']",0
SCAL,"['1']",0
SET,"['\\{', '1', ',', '1', ',', '2', ',', '3', '\\}']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}']",0
FUNC,"['f']",0
FUNC,"['g']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\to', 'Y']",0
FUNC,"['g']",0
FUNC,"['f']",0
FUNC,"['g']",0
SET,"['\\{', 'a', '\\}']",0
FUNC,"['f']",0
FUNC,"['f', ':', 'A', '\\to', 'B']",0
FUNC,"['g', ':', 'B', '\\to', '\\varnothing']",0
SET,"['[', '0', ',', '1', ')']",0
SET,"['A', '\\cap', 'B']",0
SCAL,"['1']",0
FUNC,"['x']",0
FUNC,"['g', ':', 'X', '\\cup', 'X', '^', '3', '\\rightarrow', 'X', '^', '2', '\\cup', 'X', '^', '4']",0
FUNC,"['f']",0
FUNC,"['f', ':', '\\mathbb', 'N', '\\to', 'A']",0
FUNC,"['f']",0
FUNC,"['S']",0
FUNC,"['f', ':', 'X', '\\to', 'Y']",0
FUNC,"['f']",0
FUNC,"['U']",0
FUNC,"['g', '\\colon', 'B', '\\to', 'A']",0
FUNC,"['g', ':', 'A', '\\to', 'C']",0
FUNC,"['m', ':', '\\mathbb{N}', '\\rightarrow', '\\mathbb{N}']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['f', ':', 'A', '\\to', 'B']",0
FUNC,"['F', '\\circ', 'G']",0
FUNC,"['x']",0
FUNC,"['g', ':', 'B', '\\to', 'A']",0
FUNC,"['f']",0
FUNC,"['f']",0
SCAL,"['0']",0
FUNC,"['R']",0
FUNC,"['f']",0
FUNC,"['h']",0
FUNC,"['f']",0
FUNC,"['F']",0
SET,"['C', '^', 'A']",0
FUNC,"['g', ':', 'A', '\\rightarrow', 'B']",0
SET,"['S', '\\cap', 'T']",0
FUNC,"['f']",0
FUNC,"['f']",0
SET,"['A', '^', 'c']",0
SET,"['\\{', '\\varnothing', '\\}']",0
FUNC,"['f', ':', 'X', '\\to', '\\{', '1', ',', '2', '\\}']",0
FUNC,"['f', ':', 'S', '^', '2', '\\to', 'S']",0
SET,"['F', '\\cap', 'B']",0
FUNC,"['f']",0
SCAL,"['1']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['f', ':', 'A', '\\to', 'B']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\rightarrow', '(', '0', ',', '1', ')']",0
FUNC,"['y']",0
SET,"['X', '\\times', 'Y']",0
FUNC,"['f', '\\colon', 'A', '\\to', 'B']",0
FUNC,"['h', ':', 'A', '\\to', 'B']",0
FUNC,"['f', '\\colon', '\\mathbb{N}', '\\to', 'B']",0
FUNC,"['f']",0
FUNC,"['h']",0
FUNC,"['f']",0
FUNC,"['g', ':', 'B', '\\to', 'A']",0
FUNC,"['g', ':', 'B', '\\rightarrow', 'A']",0
