fid,mtype,exprstr,mention,tags
6327106b06a69a3f488de79c_f_5_1_0,SCAL,x+iy,,"['trigonometry', 'analytic-geometry', 'circles']"
632fbf4e837ac920af6c34a4_f_0_5_0,SCAL,2 ,,['trigonometry']
6327106b06a69a3f488de79c_f_5_4_0,FUNC,i,Multiply,"['trigonometry', 'analytic-geometry', 'circles']"
632f834c837ac920af66fda0_f_0_0_0,FUNC,x,The two opposite corners,['trigonometry']
632f834c837ac920af66fda0_f_0_1_0,FUNC,y,,['trigonometry']
632fbf4e837ac920af6c34a4_f_2_0_0,SCAL,2 ,,['trigonometry']
6327106b06a69a3f488de7bd_f_0_5_0,SCAL,a+b+c,,"['geometry', 'trigonometry', 'triangles']"
632fbf4e837ac920af6c34a4_f_3_8_0,FUNC,k,,['trigonometry']
6327106b06a69a3f488de7bd_f_0_11_0,FUNC,z,,"['geometry', 'trigonometry', 'triangles']"
6327106b06a69a3f488de7bd_f_0_12_0,FUNC,z,,"['geometry', 'trigonometry', 'triangles']"
632fbf4e837ac920af6c34a4_f_3_11_0,FUNC,\sin,,['trigonometry']
6327106b06a69a3f488de7bd_f_0_13_0,FUNC,z,,"['geometry', 'trigonometry', 'triangles']"
6327106b06a69a3f488de7bd_f_0_14_0,FUNC,z,a rule,"['geometry', 'trigonometry', 'triangles']"
6327106b06a69a3f488de7bd_f_0_15_0,FUNC,z,zero,"['geometry', 'trigonometry', 'triangles']"
6327106b06a69a3f488de7bd_f_0_17_0,FUNC,z,,"['geometry', 'trigonometry', 'triangles']"
632fbf4e837ac920af6c34a4_f_3_16_0,SCAL,0,,['trigonometry']
6327106b06a69a3f488de7bd_f_0_18_0,SCAL,2 ,,"['geometry', 'trigonometry', 'triangles']"
632f834c837ac920af66fdb8_f_1_6_0,SCAL,1,,"['geometry', 'trigonometry', 'triangles']"
632f834c837ac920af66fdb8_f_1_7_0,FUNC,b,,"['geometry', 'trigonometry', 'triangles']"
632f834c837ac920af66fdb8_f_1_8_0,FUNC,c,,"['geometry', 'trigonometry', 'triangles']"
632f834c837ac920af66fdb8_f_1_10_0,FUNC,a,length,"['geometry', 'trigonometry', 'triangles']"
632f834c837ac920af66fdb8_f_1_13_0,SCAL,1,,"['geometry', 'trigonometry', 'triangles']"
632f834c837ac920af66fdb8_f_1_15_0,SCAL,-2bc,,"['geometry', 'trigonometry', 'triangles']"
6327106b06a69a3f488de7e5_f_0_0_0,SCAL,63 ,,"['geometry', 'trigonometry', 'analytic-geometry']"
632f834c837ac920af66fdb8_f_1_17_0,SCAL,b^2 + c^2,,"['geometry', 'trigonometry', 'triangles']"
6327106b06a69a3f488de7e5_f_0_1_0,SCAL,60 ,,"['geometry', 'trigonometry', 'analytic-geometry']"
6327106b06a69a3f488de7e5_f_0_2_0,SCAL,60 ,,"['geometry', 'trigonometry', 'analytic-geometry']"
6327106b06a69a3f488de7e5_f_0_3_0,SCAL,10 ,,"['geometry', 'trigonometry', 'analytic-geometry']"
6327106b06a69a3f488de7e5_f_0_4_0,SCAL,10 ,,"['geometry', 'trigonometry', 'analytic-geometry']"
632f834c837ac920af66fdb8_f_1_22_0,SCAL,b-c,,"['geometry', 'trigonometry', 'triangles']"
6327106b06a69a3f488de7e5_f_1_1_0,SCAL,2 ,,"['geometry', 'trigonometry', 'analytic-geometry']"
6327106b06a69a3f488de7e5_f_2_0_0,SCAL,30 ,,"['geometry', 'trigonometry', 'analytic-geometry']"
6327106b06a69a3f488de7e5_f_2_1_0,SCAL,10 ,,"['geometry', 'trigonometry', 'analytic-geometry']"
632fbf4e837ac920af6c34e3_f_1_4_0,SCAL,(1),,"['ordinary-differential-equations', 'trigonometry', 'complex-numbers', 'self-learning']"
6327106b06a69a3f488de7e5_f_2_2_0,SCAL,20 ,EOF,"['geometry', 'trigonometry', 'analytic-geometry']"
632f834c837ac920af66fdc2_f_0_0_0,SCAL,40 ,,"['trigonometry', 'triangles', 'word-problem']"
632fbf4e837ac920af6c34e3_f_1_6_0,FUNC,x,And substituting   f_1_6_0,"['ordinary-differential-equations', 'trigonometry', 'complex-numbers', 'self-learning']"
632fbf4e837ac920af6c34e3_f_1_7_0,SCAL,(2),,"['ordinary-differential-equations', 'trigonometry', 'complex-numbers', 'self-learning']"
632fbf4e837ac920af6c34e3_f_1_8_0,SCAL,(3),,"['ordinary-differential-equations', 'trigonometry', 'complex-numbers', 'self-learning']"
6327106b06a69a3f488de7ef_f_1_1_0,FUNC,x,,"['trigonometry', 'complex-numbers']"
6327106b06a69a3f488de7f4_f_0_2_0,FUNC,X,,"['linear-algebra', 'algebraic-geometry', 'trigonometry']"
6327106b06a69a3f488de7f4_f_0_3_0,FUNC,Y,what,"['linear-algebra', 'algebraic-geometry', 'trigonometry']"
632f834c837ac920af66fdc5_f_1_3_0,SCAL,-1,,"['geometry', 'trigonometry', 'coordinate-systems']"
6327106b06a69a3f488de7f4_f_0_5_0,SCAL,b^2,,"['linear-algebra', 'algebraic-geometry', 'trigonometry']"
6327106b06a69a3f488de7f4_f_0_6_0,SCAL,c^2,,"['linear-algebra', 'algebraic-geometry', 'trigonometry']"
632f834c837ac920af66fdc5_f_1_5_0,SCAL,4 ,,"['geometry', 'trigonometry', 'coordinate-systems']"
6327106b06a69a3f488de7f4_f_0_7_0,SCAL,b^2,,"['linear-algebra', 'algebraic-geometry', 'trigonometry']"
632fbf4e837ac920af6c34e3_f_2_5_0,FUNC,x(0) = 2,,"['ordinary-differential-equations', 'trigonometry', 'complex-numbers', 'self-learning']"
6327106b06a69a3f488de7f4_f_0_8_0,SCAL,c^2,,"['linear-algebra', 'algebraic-geometry', 'trigonometry']"
632f834c837ac920af66fdc5_f_2_1_0,FUNC,r,,"['geometry', 'trigonometry', 'coordinate-systems']"
6327106b06a69a3f488de7f4_f_1_0_0,SET,"(x,y)",a point,"['linear-algebra', 'algebraic-geometry', 'trigonometry']"
632f834c837ac920af66fdc5_f_2_2_0,FUNC,r,,"['geometry', 'trigonometry', 'coordinate-systems']"
6327106b06a69a3f488de7f4_f_1_1_0,SCAL,65 ,an angle,"['linear-algebra', 'algebraic-geometry', 'trigonometry']"
6327106b06a69a3f488de7f4_f_1_2_0,FUNC,x,,"['linear-algebra', 'algebraic-geometry', 'trigonometry']"
6327106b06a69a3f488de7f4_f_1_3_0,FUNC,x,,"['linear-algebra', 'algebraic-geometry', 'trigonometry']"
632fbf4e837ac920af6c34e3_f_2_10_0,SCAL,y(t),,"['ordinary-differential-equations', 'trigonometry', 'complex-numbers', 'self-learning']"
632f834c837ac920af66fdc5_f_2_6_0,FUNC,w,the width,"['geometry', 'trigonometry', 'coordinate-systems']"
632f834c837ac920af66fdc5_f_2_10_0,FUNC,x,,"['geometry', 'trigonometry', 'coordinate-systems']"
632f834c837ac920af66fdc5_f_2_11_0,FUNC,y,,"['geometry', 'trigonometry', 'coordinate-systems']"
6327106b06a69a3f488de804_f_0_6_0,SCAL,0 ,the function   f_0_0,"['trigonometry', 'numerical-methods', 'roots']"
632f834c837ac920af66fdc5_f_3_0_0,FUNC,x,,"['geometry', 'trigonometry', 'coordinate-systems']"
632f834c837ac920af66fdc5_f_3_1_0,FUNC,r,sides,"['geometry', 'trigonometry', 'coordinate-systems']"
6327106b06a69a3f488de804_f_0_2_0,SCAL,64 ,,"['trigonometry', 'numerical-methods', 'roots']"
632f834c837ac920af66fdc5_f_3_2_0,FUNC,r,,"['geometry', 'trigonometry', 'coordinate-systems']"
6327106b06a69a3f488de804_f_0_3_0,SCAL,1e^{-10},,"['trigonometry', 'numerical-methods', 'roots']"
632f834c837ac920af66fdc5_f_3_3_0,FUNC,x,,"['geometry', 'trigonometry', 'coordinate-systems']"
6327106b06a69a3f488de804_f_0_4_0,SCAL,1e^{-9},,"['trigonometry', 'numerical-methods', 'roots']"
632f834c837ac920af66fdc5_f_3_4_0,FUNC,r,The hypotenuse,"['geometry', 'trigonometry', 'coordinate-systems']"
6327106b06a69a3f488de804_f_1_1_0,SCAL,10^{-16},,"['trigonometry', 'numerical-methods', 'roots']"
6327106b06a69a3f488de804_f_2_2_0,SCAL,18 ,,"['trigonometry', 'numerical-methods', 'roots']"
632f834c837ac920af66fdea_f_0_0_0,SCAL,111 ,,['trigonometry']
632f834c837ac920af66fdea_f_0_1_0,SCAL,111 ,,['trigonometry']
6327106b06a69a3f488de804_f_2_5_0,FUNC,\cos,,"['trigonometry', 'numerical-methods', 'roots']"
632f834c837ac920af66fdea_f_1_0_0,FUNC,d,that point,['trigonometry']
6327106b06a69a3f488de804_f_2_6_0,FUNC,\sin,,"['trigonometry', 'numerical-methods', 'roots']"
632f834c837ac920af66fdea_f_1_1_0,FUNC,x,,['trigonometry']
6327106b06a69a3f488de804_f_2_7_0,SCAL,0,the derivative,"['trigonometry', 'numerical-methods', 'roots']"
6327106b06a69a3f488de804_f_2_9_0,SCAL,-1,,"['trigonometry', 'numerical-methods', 'roots']"
6327106b06a69a3f488de804_f_2_11_0,SCAL,10^{-8},,"['trigonometry', 'numerical-methods', 'roots']"
6327106b06a69a3f488de804_f_2_12_0,SCAL,64 ,,"['trigonometry', 'numerical-methods', 'roots']"
632fbf4e837ac920af6c34fb_f_6_2_0,FUNC,f,,['trigonometry']
632fbf4e837ac920af6c34fb_f_6_3_0,FUNC,f(0)=f(x),,['trigonometry']
6327106b06a69a3f488de804_f_2_17_0,FUNC,u,,"['trigonometry', 'numerical-methods', 'roots']"
6327106b06a69a3f488de804_f_2_18_0,SCAL,0,,"['trigonometry', 'numerical-methods', 'roots']"
632f834c837ac920af66fdea_f_1_13_0,FUNC,x,,['trigonometry']
632fbf4e837ac920af6c3508_f_0_0_0,SCAL,90 ,length,"['geometry', 'trigonometry', 'classical-mechanics']"
632fbf4e837ac920af6c3508_f_0_1_0,SCAL,600 ,,"['geometry', 'trigonometry', 'classical-mechanics']"
632fbf4e837ac920af6c3508_f_0_2_0,SCAL,60 ,,"['geometry', 'trigonometry', 'classical-mechanics']"
6327106b06a69a3f488de804_f_2_25_0,FUNC,s,the solution,"['trigonometry', 'numerical-methods', 'roots']"
6327106b06a69a3f488de804_f_2_26_0,SCAL,f(s),,"['trigonometry', 'numerical-methods', 'roots']"
632fbf4e837ac920af6c3508_f_1_3_0,FUNC,C,,"['geometry', 'trigonometry', 'classical-mechanics']"
632fbf4e837ac920af6c3508_f_1_5_0,SCAL,90,the string,"['geometry', 'trigonometry', 'classical-mechanics']"
6327106b06a69a3f488de804_f_2_32_0,SCAL,0,,"['trigonometry', 'numerical-methods', 'roots']"
6327106b06a69a3f488de804_f_2_34_0,SCAL,0,,"['trigonometry', 'numerical-methods', 'roots']"
6327106b06a69a3f488de804_f_2_35_0,SCAL,f(s),an alternative algorithm,"['trigonometry', 'numerical-methods', 'roots']"
6327106b06a69a3f488de804_f_3_0_0,SCAL,1,,"['trigonometry', 'numerical-methods', 'roots']"
6327106b06a69a3f488de804_f_3_2_0,SCAL,1,,"['trigonometry', 'numerical-methods', 'roots']"
6327106b06a69a3f488de804_f_3_7_0,SCAL,1,,"['trigonometry', 'numerical-methods', 'roots']"
6327106b06a69a3f488de804_f_3_10_0,SCAL,-1,,"['trigonometry', 'numerical-methods', 'roots']"
632f834c837ac920af66fe33_f_1_2_0,SCAL,(1),,"['trigonometry', 'triangles']"
632fbf4e837ac920af6c3551_f_0_4_0,FUNC,I,,"['calculus', 'integration', 'analysis', 'trigonometry']"
6327106b06a69a3f488de804_f_3_15_0,SCAL,1,,"['trigonometry', 'numerical-methods', 'roots']"
6327106b06a69a3f488de804_f_3_16_0,SCAL,-1,,"['trigonometry', 'numerical-methods', 'roots']"
632f834c837ac920af66fe33_f_1_6_0,SCAL,(1),,"['trigonometry', 'triangles']"
6327106b06a69a3f488de804_f_3_17_0,SCAL,1,,"['trigonometry', 'numerical-methods', 'roots']"
6327106b06a69a3f488de804_f_3_18_0,SCAL,-1,,"['trigonometry', 'numerical-methods', 'roots']"
6327106b06a69a3f488de804_f_3_19_0,SCAL,0,,"['trigonometry', 'numerical-methods', 'roots']"
632fbf4e837ac920af6c3551_f_1_4_0,SET,C\times C,,"['calculus', 'integration', 'analysis', 'trigonometry']"
6327106b06a69a3f488de804_f_3_20_0,SCAL,1 ,,"['trigonometry', 'numerical-methods', 'roots']"
632fbf4e837ac920af6c3551_f_1_5_0,FUNC,C,the unit circle,"['calculus', 'integration', 'analysis', 'trigonometry']"
632f834c837ac920af66fe4b_f_0_0_0,FUNC,A,length,"['algebra-precalculus', 'trigonometry']"
6327106b06a69a3f488de804_f_3_21_0,SCAL,1e^{-20},,"['trigonometry', 'numerical-methods', 'roots']"
632fbf4e837ac920af6c3551_f_1_6_0,FUNC,w,,"['calculus', 'integration', 'analysis', 'trigonometry']"
632f834c837ac920af66fe4b_f_0_1_0,SCAL,2x,,"['algebra-precalculus', 'trigonometry']"
6327106b06a69a3f488de804_f_3_22_0,SCAL,1e^{-12},,"['trigonometry', 'numerical-methods', 'roots']"
632fbf4e837ac920af6c3551_f_1_7_0,FUNC,z,,"['calculus', 'integration', 'analysis', 'trigonometry']"
632fbf4e837ac920af6c3551_f_1_8_0,FUNC,w,,"['calculus', 'integration', 'analysis', 'trigonometry']"
6327106b06a69a3f488de82b_f_0_0_0,SCAL,1 ,,"['algebra-precalculus', 'trigonometry']"
6327106b06a69a3f488de82b_f_1_1_0,FUNC,v,,"['algebra-precalculus', 'trigonometry']"
6327106b06a69a3f488de82b_f_1_3_0,FUNC,v,,"['algebra-precalculus', 'trigonometry']"
6327106b06a69a3f488de82b_f_1_4_0,SCAL,1 ,,"['algebra-precalculus', 'trigonometry']"
632fbf4e837ac920af6c360c_f_1_2_0,SCAL,1,,"['geometry', 'trigonometry']"
6327106b06a69a3f488de82b_f_1_5_0,SET,P(1),,"['algebra-precalculus', 'trigonometry']"
632fbf4e837ac920af6c360c_f_1_3_0,SCAL,2,,"['geometry', 'trigonometry']"
632fbf4e837ac920af6c360c_f_1_4_0,SCAL,2,the degree   f_1_4_0   equation,"['geometry', 'trigonometry']"
6327106b06a69a3f488de82b_f_1_7_0,FUNC,d,,"['algebra-precalculus', 'trigonometry']"
632fbf4e837ac920af6c360c_f_1_10_0,SCAL,1,degree,"['geometry', 'trigonometry']"
6327106b06a69a3f488de82b_f_2_4_0,SET,"(x,y)",course,"['algebra-precalculus', 'trigonometry']"
6327106b06a69a3f488de82b_f_2_5_0,FUNC,P,f_2_6_0 unit,"['algebra-precalculus', 'trigonometry']"
632f834c837ac920af66fec7_f_0_1_0,FUNC,x,,"['calculus', 'trigonometry', 'fourier-series']"
6327106b06a69a3f488de82b_f_2_6_0,SCAL,1 ,,"['algebra-precalculus', 'trigonometry']"
632fbf4e837ac920af6c360c_f_1_15_0,SCAL,2,a degree   f_1_15_0   equation,"['geometry', 'trigonometry']"
632f834c837ac920af66fec7_f_0_2_0,SCAL,0,,"['calculus', 'trigonometry', 'fourier-series']"
632fbf4e837ac920af6c360c_f_1_16_0,SCAL,(1:1:0),tangency,"['geometry', 'trigonometry']"
6327106b06a69a3f488de82b_f_2_8_0,FUNC,P,,"['algebra-precalculus', 'trigonometry']"
632fbf4e837ac920af6c360c_f_1_17_0,SCAL,(1:-1:0),,"['geometry', 'trigonometry']"
632f834c837ac920af66fec7_f_0_4_0,FUNC,x,,"['calculus', 'trigonometry', 'fourier-series']"
632f834c837ac920af66fec7_f_0_6_0,SCAL,0,,"['calculus', 'trigonometry', 'fourier-series']"
6327106b06a69a3f488de82b_f_2_11_0,SCAL,(1),,"['algebra-precalculus', 'trigonometry']"
632f834c837ac920af66fec7_f_0_7_0,FUNC,x,,"['calculus', 'trigonometry', 'fourier-series']"
6327106b06a69a3f488de82b_f_2_13_0,FUNC,x,,"['algebra-precalculus', 'trigonometry']"
6327106b06a69a3f488de82b_f_2_14_0,FUNC,x,,"['algebra-precalculus', 'trigonometry']"
6327106b06a69a3f488de82b_f_2_15_0,FUNC,P,,"['algebra-precalculus', 'trigonometry']"
6327106b06a69a3f488de82b_f_2_16_0,FUNC,x,,"['algebra-precalculus', 'trigonometry']"
632fbf4e837ac920af6c360c_f_1_25_0,SCAL,(1:1:0),  two   points,"['geometry', 'trigonometry']"
632f834c837ac920af66fec7_f_0_12_0,FUNC,x,the series,"['calculus', 'trigonometry', 'fourier-series']"
6327106b06a69a3f488de82b_f_2_17_0,FUNC,y,,"['algebra-precalculus', 'trigonometry']"
6327106b06a69a3f488de82b_f_2_18_0,FUNC,P,,"['algebra-precalculus', 'trigonometry']"
6327106b06a69a3f488de82b_f_2_19_0,SCAL,(1),,"['algebra-precalculus', 'trigonometry']"
632f834c837ac920af66fec7_f_0_15_0,FUNC,x,the series,"['calculus', 'trigonometry', 'fourier-series']"
6327106b06a69a3f488de82b_f_3_0_0,FUNC,B,,"['algebra-precalculus', 'trigonometry']"
632f834c837ac920af66fec7_f_0_16_0,FUNC,x,,"['calculus', 'trigonometry', 'fourier-series']"
6327106b06a69a3f488de82b_f_3_1_0,FUNC,A,,"['algebra-precalculus', 'trigonometry']"
6327106b06a69a3f488de82b_f_3_3_0,FUNC,C,,"['algebra-precalculus', 'trigonometry']"
632f834c837ac920af66fec7_f_0_19_0,FUNC,x,,"['calculus', 'trigonometry', 'fourier-series']"
632fbf4e837ac920af6c3621_f_1_0_0,FUNC,x,,['trigonometry']
6327106b06a69a3f488de82b_f_3_4_0,FUNC,B,,"['algebra-precalculus', 'trigonometry']"
632f834c837ac920af66fec7_f_0_21_0,SCAL,5 ,,"['calculus', 'trigonometry', 'fourier-series']"
6327106b06a69a3f488de82b_f_3_7_0,FUNC,C,,"['algebra-precalculus', 'trigonometry']"
632f834c837ac920af66fec7_f_1_1_0,FUNC,x,,"['calculus', 'trigonometry', 'fourier-series']"
632f834c837ac920af66fec7_f_1_2_0,FUNC,f(x)=x,,"['calculus', 'trigonometry', 'fourier-series']"
632fbf4e837ac920af6c3621_f_1_9_0,FUNC,k,a period,['trigonometry']
632fbf4e837ac920af6c3621_f_2_5_0,SCAL,f(x),,['trigonometry']
632f834c837ac920af66fec7_f_2_9_0,FUNC,x,,"['calculus', 'trigonometry', 'fourier-series']"
632f834c837ac920af66feca_f_1_4_0,FUNC,n,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632fbf4e837ac920af6c36bb_f_0_0_0,SCAL,4 ,,"['integration', 'trigonometry']"
632fbf4e837ac920af6c36bb_f_0_5_0,SCAL,{x},,"['integration', 'trigonometry']"
632fbf4e837ac920af6c36bb_f_0_7_0,SCAL,{dx},,"['integration', 'trigonometry']"
632f834c837ac920af66feca_f_1_22_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632f834c837ac920af66feca_f_1_23_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632f834c837ac920af66feca_f_1_24_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
6327106b06a69a3f488de8d7_f_0_0_0,SCAL,2 ,,"['trigonometry', 'analytic-geometry']"
632f834c837ac920af66feca_f_1_25_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632f834c837ac920af66feca_f_1_26_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632f834c837ac920af66feca_f_1_27_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632fbf4e837ac920af6c36bb_f_0_13_0,SCAL,2,,"['integration', 'trigonometry']"
6327106b06a69a3f488de8d7_f_0_3_0,SCAL,2 ,a circle,"['trigonometry', 'analytic-geometry']"
632f834c837ac920af66feca_f_1_28_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632fbf4e837ac920af6c36bb_f_0_14_0,SCAL,5x,"  f_0_13_0 , hypotenuse =   f_0_14_0","['integration', 'trigonometry']"
632f834c837ac920af66feca_f_1_29_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632f834c837ac920af66feca_f_1_30_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632fbf4e837ac920af6c36bb_f_0_16_0,SCAL,{x},the resubstitution,"['integration', 'trigonometry']"
632f834c837ac920af66feca_f_1_31_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632f834c837ac920af66feca_f_1_32_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632f834c837ac920af66feca_f_1_33_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
6327106b06a69a3f488de8d7_f_1_4_0,SCAL,(2),,"['trigonometry', 'analytic-geometry']"
632f834c837ac920af66feca_f_1_34_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632f834c837ac920af66feca_f_1_35_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632f834c837ac920af66feca_f_1_36_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632f834c837ac920af66feca_f_1_37_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632f834c837ac920af66feca_f_1_38_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632fbf4e837ac920af6c36bb_f_0_24_0,FUNC,\arccos,,"['integration', 'trigonometry']"
632f834c837ac920af66feca_f_1_39_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632f834c837ac920af66feca_f_1_40_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632fbf4e837ac920af6c36bb_f_0_26_0,FUNC,\arccos,,"['integration', 'trigonometry']"
632f834c837ac920af66feca_f_1_41_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
6327106b06a69a3f488de8d7_f_1_11_0,SCAL,(3),,"['trigonometry', 'analytic-geometry']"
632f834c837ac920af66feca_f_1_42_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632f834c837ac920af66feca_f_1_43_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632f834c837ac920af66feca_f_1_44_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632f834c837ac920af66feca_f_1_45_0,SCAL,2 ,Sqrt,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632f834c837ac920af66feca_f_1_46_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632f834c837ac920af66feca_f_1_47_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
6327106b06a69a3f488de8d7_f_1_17_0,SCAL,(5),,"['trigonometry', 'analytic-geometry']"
632f834c837ac920af66feca_f_1_48_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632f834c837ac920af66feca_f_1_49_0,SCAL,2 ,,"['real-analysis', 'functions', 'trigonometry', 'infinite-product', 'nested-radicals']"
632fbf4f837ac920af6c37a9_f_1_2_0,FUNC,x,,"['functions', 'trigonometry']"
6327106b06a69a3f488de8d7_f_1_22_0,FUNC,k,,"['trigonometry', 'analytic-geometry']"
632fbf4f837ac920af6c37a9_f_1_3_0,FUNC,f,,"['functions', 'trigonometry']"
6327106b06a69a3f488de8d7_f_1_23_0,FUNC,h,,"['trigonometry', 'analytic-geometry']"
632fbf4f837ac920af6c37a9_f_1_5_0,FUNC,x,,"['functions', 'trigonometry']"
6327106b06a69a3f488de8d7_f_2_0_0,SET,"(a,b)",a circle,"['trigonometry', 'analytic-geometry']"
632fbf4f837ac920af6c37a9_f_1_6_0,FUNC,f,,"['functions', 'trigonometry']"
6327106b06a69a3f488de8d7_f_2_1_0,SET,"(c,d)",,"['trigonometry', 'analytic-geometry']"
6327106b06a69a3f488de8d7_f_2_2_0,SET,"(a,b)",,"['trigonometry', 'analytic-geometry']"
6327106b06a69a3f488de8d7_f_2_3_0,SET,"(c,d)",,"['trigonometry', 'analytic-geometry']"
632fbf4f837ac920af6c37a9_f_1_9_0,FUNC,\sin,,"['functions', 'trigonometry']"
6327106b06a69a3f488de8d7_f_2_4_0,SET,"(a,b)",the center,"['trigonometry', 'analytic-geometry']"
632fbf4f837ac920af6c37a9_f_1_10_0,FUNC,\cos,,"['functions', 'trigonometry']"
6327106b06a69a3f488de8d7_f_2_5_0,SET,"(c,d)",,"['trigonometry', 'analytic-geometry']"
632fbf4f837ac920af6c37a9_f_1_11_0,FUNC,f,,"['functions', 'trigonometry']"
6327106b06a69a3f488de8d7_f_2_6_0,SET,"(a,b)",,"['trigonometry', 'analytic-geometry']"
632fbf4f837ac920af6c37a9_f_1_12_0,FUNC,x,,"['functions', 'trigonometry']"
6327106b06a69a3f488de8d7_f_2_7_0,SET,"(c,d)",,"['trigonometry', 'analytic-geometry']"
6327106b06a69a3f488de8d7_f_2_8_0,SET,"(a,b)",,"['trigonometry', 'analytic-geometry']"
632fbf4f837ac920af6c37a9_f_1_14_0,FUNC,f,,"['functions', 'trigonometry']"
6327106b06a69a3f488de8d7_f_2_9_0,SET,"(c,d)",,"['trigonometry', 'analytic-geometry']"
632fbf4f837ac920af6c37a9_f_1_15_0,FUNC,x,,"['functions', 'trigonometry']"
6327106b06a69a3f488de8d7_f_2_10_0,SET,"(h,k)",,"['trigonometry', 'analytic-geometry']"
6327106b06a69a3f488de8d7_f_2_11_0,FUNC,r,distance   f_2_11_0,"['trigonometry', 'analytic-geometry']"
632fbf4f837ac920af6c37a9_f_1_17_0,FUNC,f,,"['functions', 'trigonometry']"
6327106b06a69a3f488de8d7_f_2_12_0,SET,"(a,b)",,"['trigonometry', 'analytic-geometry']"
6327106b06a69a3f488de8d7_f_2_13_0,SET,"(c,d)",,"['trigonometry', 'analytic-geometry']"
6327106b06a69a3f488de8d7_f_2_15_0,SET,"(h,k)",,"['trigonometry', 'analytic-geometry']"
6327106b06a69a3f488de8d7_f_2_16_0,SET,"(a,b)",,"['trigonometry', 'analytic-geometry']"
6327106b06a69a3f488de8d7_f_2_17_0,SET,"(c,d)",,"['trigonometry', 'analytic-geometry']"
6327106b06a69a3f488de8d7_f_2_18_0,SET,"(a,b)",,"['trigonometry', 'analytic-geometry']"
632fbf4f837ac920af6c37d4_f_0_5_0,SCAL,(5),all the hard work,"['algebra-precalculus', 'trigonometry']"
6327106b06a69a3f488de8d7_f_2_19_0,SET,"(c,d)",,"['trigonometry', 'analytic-geometry']"
6327106b06a69a3f488de8d7_f_2_20_0,SET,"(a,b)",,"['trigonometry', 'analytic-geometry']"
6327106b06a69a3f488de8d7_f_2_21_0,SET,"(c,d)",,"['trigonometry', 'analytic-geometry']"
6327106b06a69a3f488de8d7_f_2_22_0,SET,"(a,b)",,"['trigonometry', 'analytic-geometry']"
632f834c837ac920af66fed3_f_4_1_0,SET,"\{h,p,b\}",sides,['trigonometry']
6327106b06a69a3f488de8d7_f_2_23_0,SET,"(c,d)",,"['trigonometry', 'analytic-geometry']"
6327106b06a69a3f488de8d7_f_2_27_0,SET,"If ",,"['trigonometry', 'analytic-geometry']"
