fid,mtype,exprstr,mention,tokens,tags
632ff014837ac920af70df2f_f_2_35_0,FUNC,f,Such a function   f_2_35_0,['f'],"['trigonometry', 'circles', 'projection']"
63302649837ac920af76b6b6_f_10_20_0,FUNC,\sin,the functions,\sin,"['trigonometry', 'education']"
63302649837ac920af76b7e7_f_2_2_0,FUNC,\arcsin\circ\sin,the function   f_2_2_0,"['\\arcsin', '\\circ', '\\sin']","['functions', 'trigonometry']"
632fab0f837ac920af6ae20e_f_0_0_0,FUNC,f:R \rightarrow R,function,"['f', ':', 'R', '\\rightarrow', 'R']","['functional-analysis', 'trigonometry', 'roots']"
632ff015837ac920af70e499_f_0_9_0,SCAL,6,its value,6,"['trigonometry', 'area', 'equivalence-relations', 'volume', 'visualization']"
632fb20f837ac920af6aed25_f_1_2_0,FUNC,h,", any function   f_1_2_0",['h'],"['sequences-and-series', 'trigonometry']"
6330264b837ac920af76c175_f_0_2_0,FUNC,h,a function   f_0_2_0,['h'],"['calculus', 'trigonometry']"
632ff016837ac920af70ea8d_f_2_12_0,FUNC,\sin,your function,\sin,"['trigonometry', 'closed-form', 'elementary-functions']"
632fb210837ac920af6af011_f_1_20_0,FUNC,\sin,trigonometric functions,\sin,"['geometry', 'trigonometry']"
632f7c4d837ac920af661700_f_1_0_0,FUNC,\tan,The tangent function,\tan,"['calculus', 'geometry', 'trigonometry', 'terminology', 'analytic-geometry']"
6330264d837ac920af76cad5_f_1_1_0,FUNC,\cos,the two functions,\cos,['trigonometry']
632f7c4f837ac920af662242_f_0_0_0,FUNC,"f: \mathbb{R} \to [-1, 1]",the function,"['f', ':', '\\mathbb{R}', '\\to', '[', '1', ',', '1', ']']","['real-analysis', 'functions', 'trigonometry', 'periodic-functions']"
632f7c4f837ac920af662242_f_0_3_0,FUNC,f,the function   f_0_3_0,['f'],"['real-analysis', 'functions', 'trigonometry', 'periodic-functions']"
6330264d837ac920af76cd09_f_4_3_0,FUNC,f,the function   f_4_3_0,['f'],"['algebra-precalculus', 'trigonometry']"
632ff017837ac920af70f370_f_1_0_0,FUNC,\arcsin,The function,\arcsin,"['algebra-precalculus', 'trigonometry', 'problem-solving', 'pi']"
6330264e837ac920af76cdfa_f_1_1_0,FUNC,g(x) = x^3,three functions,"['g', '(', 'x', ')', '=', 'x', '^', '3']","['trigonometry', 'derivatives']"
6330264e837ac920af76ced9_f_3_6_0,FUNC,\cos,an even function,\cos,"['trigonometry', 'derivatives']"
632ff018837ac920af70f74c_f_0_4_0,FUNC,f,a function,['f'],"['trigonometry', 'roots']"
632ff018837ac920af70f7f6_f_0_20_0,FUNC,f,a function,['f'],"['limits', 'trigonometry']"
632ff018837ac920af70f897_f_0_2_0,FUNC,f,( and differentiable ) function   f_0_2_0,['f'],"['trigonometry', 'proof-writing', 'alternative-proof', 'epsilon-delta', 'fake-proofs']"
632ff018837ac920af70f897_f_1_9_0,FUNC,\sin,the function   f_1_9_0,\sin,"['trigonometry', 'proof-writing', 'alternative-proof', 'epsilon-delta', 'fake-proofs']"
6330264f837ac920af76d572_f_3_0_0,FUNC,f,Your function,['f'],"['analysis', 'trigonometry']"
632ff018837ac920af70f982_f_3_6_0,SCAL,n^{-3/2},natural numbers,"['n', '^', '{', '-', '3', '/', '2', '}']","['algebra-precalculus', 'trigonometry', 'arithmetic']"
632f7c51837ac920af662f4c_f_2_7_0,FUNC,f,your function,['f'],"['functions', 'trigonometry']"
632f7c51837ac920af662f4c_f_2_9_0,FUNC,f(-8) = -f(8),an odd function,"['f', '(', '8', ')', '=', '-', 'f', '(', '8', ')']","['functions', 'trigonometry']"
632ff018837ac920af70fa26_f_2_20_0,SCAL,8 ,an excess value,8,['trigonometry']
632ff018837ac920af70fa26_f_2_21_0,SCAL,4 ,a slightly lower value,4,['trigonometry']
6330264f837ac920af76d81a_f_1_2_0,SCAL,\dfrac{5}{16},the constant term,"['\\dfrac', '{', '5', '}', '{', '1', '}']",['trigonometry']
632fb213837ac920af6b0883_f_6_33_0,SCAL,(n-j)/n,"  Also , the fraction   f_6_33_0   better - approximates","['(', 'n', '-', 'j', ')', '/', 'n']","['geometry', 'trigonometry']"
632f7c51837ac920af663139_f_0_7_0,SCAL,1,maximum value,1,"['trigonometry', 'reference-request']"
632f7c51837ac920af663139_f_0_17_0,SCAL,1,the value   f_0_17_0,1,"['trigonometry', 'reference-request']"
632ff019837ac920af70fe61_f_3_2_0,SCAL,[m],the fractional part,"['[', 'm', ']']","['trigonometry', 'roots']"
632f7c51837ac920af6631b0_f_0_9_0,SCAL,1+xi,the complex number,"['1', '+', 'x', 'i']","['trigonometry', 'diophantine-equations', 'rationality-testing']"
632f7c51837ac920af6631b0_f_0_10_0,SCAL,(1+xi)^n,a real number,"['(', '1', '+', 'x', 'i', ')', '^', 'n']","['trigonometry', 'diophantine-equations', 'rationality-testing']"
632ff019837ac920af70fec0_f_3_3_0,SCAL,0,the minimal value,0,"['number-theory', 'trigonometry', 'inequality', 'optimization', 'a.m.-g.m.-inequality']"
632ff019837ac920af70ff37_f_1_3_0,FUNC,f(x) = x^3,the function   f_1_3_0,"['f', '(', 'x', ')', '=', 'x', '^', '3']","['calculus', 'derivatives', 'trigonometry', 'inverse']"
632ff019837ac920af7100a8_f_5_1_0,FUNC,f(t)=2^t,a convex function,"['f', '(', 't', ')', '=', '2', '^', 't']","['trigonometry', 'inequality', 'exponential-function', 'karamata-inequality']"
632fb214837ac920af6b0f63_f_2_11_0,SCAL,1,the peak value   f_2_11_0,1,['trigonometry']
632fb214837ac920af6b0f63_f_2_16_0,SCAL,-1,", and the trough value   f_2_16_0","['-', '1']",['trigonometry']
632ff01a837ac920af7103da_f_1_13_0,SCAL,2k+1,the odd number,"['2', 'k', '+', '1']","['trigonometry', 'prime-numbers']"
632ff01a837ac920af7103da_f_1_35_0,FUNC,y,the function   f_1_35_0,['y'],"['trigonometry', 'prime-numbers']"
632ff01a837ac920af710517_f_0_2_0,SCAL,-20,the value,"['-', '2']","['calculus', 'trigonometry']"
63302651837ac920af76e278_f_4_2_0,SCAL,0,the number   f_4_2_0,0,"['limits', 'trigonometry']"
632fb215837ac920af6b15a2_f_0_29_0,FUNC,f,functions,['f'],"['multivariable-calculus', 'trigonometry']"
632fb215837ac920af6b15a2_f_0_32_0,FUNC,j,functions,['j'],"['multivariable-calculus', 'trigonometry']"
632f7c53837ac920af663867_f_1_1_0,FUNC,\sin,an odd function,\sin,['trigonometry']
632fb215837ac920af6b1727_f_0_0_0,FUNC,h:\mathbb R ^2\to\mathbb R,the function,"['h', ':', '\\mathbb', 'R', '^', '2', '\\to', '\\mathbb', 'R']","['real-analysis', 'integration', 'functions', 'trigonometry', 'continuity']"
632fb215837ac920af6b1727_f_1_5_0,FUNC,h,a function,['h'],"['real-analysis', 'integration', 'functions', 'trigonometry', 'continuity']"
63302652837ac920af76e6a0_f_0_0_0,FUNC,f(z) = \frac{2}{(z+i)^2},the complex function,"['f', '(', 'z', ')', '=', '\\frac', '{', '2', '}', '{', '(', 'z', '+', 'i', ')', '^', '2', '}']","['geometry', 'trigonometry', 'complex-numbers', 'polar-coordinates']"
632fb215837ac920af6b17fe_f_0_0_0,FUNC,x(t)=\dfrac{i}{t}(e^{it}+1),the following function,"['x', '(', 't', ')', '=', '\\dfrac', '{', 'i', '}', '{', 't', '}', '(', 'e', '^', '{', 'i', 't', '}', '+', '1', ')']","['algebra-precalculus', 'trigonometry', 'complex-numbers']"
632ff01a837ac920af710a32_f_0_1_0,SCAL,9,problem number   f_0_1_0,9,"['algebra-precalculus', 'trigonometry', 'solution-verification']"
632fb216837ac920af6b197d_f_3_7_0,FUNC,\sin,a named function,\sin,"['calculus', 'trigonometry', 'derivatives']"
63302653837ac920af76ea1b_f_2_0_0,SCAL,200,the maximum value,2,"['trigonometry', 'mathematical-modeling']"
632f7c54837ac920af664310_f_0_1_0,FUNC,n,this function,['n'],"['calculus', 'limits', 'trigonometry']"
632fb216837ac920af6b1d46_f_0_2_0,SCAL,1,the value   f_0_2_0,1,['trigonometry']
632f7c55837ac920af6647fe_f_1_0_0,SCAL,45 ,a value,4,"['trigonometry', 'ratio']"
632fb216837ac920af6b1ff1_f_2_1_0,FUNC,\sec,an even function,\sec,"['complex-analysis', 'trigonometry', 'power-series', 'taylor-expansion']"
632ff01c837ac920af711125_f_1_0_0,FUNC, \cos,The function,\cos,['trigonometry']
63302654837ac920af76ece5_f_4_13_0,FUNC,f(x)=x-x^3/6,"f_4_12_0 , the function   f_4_13_0","['f', '(', 'x', ')', '=', 'x', '-', 'x', '^', '3', '/', '6']","['trigonometry', 'derivatives', 'inequality']"
632f7c55837ac920af664882_f_2_1_0,FUNC,g(z)=\frac{1}{1+z^2},function,"['g', '(', 'z', ')', '=', '\\frac', '{', '1', '}', '{', '1', '+', 'z', '^', '2', '}']","['calculus', 'trigonometry']"
632f7c55837ac920af66488b_f_0_2_0,FUNC,"f,g:\mathbb{R}\rightarrow [-1,1]",some fixed functions,"['f', ',', 'g', ':', '\\mathbb{R}', '\\rightarrow', '[', '1', ',', '1', ']']","['calculus', 'real-analysis', 'analysis', 'functions', 'trigonometry']"
632f7c56837ac920af664b87_f_1_1_0,SCAL,1,absolut value   f_1_1_0,1,"['trigonometry', 'complex-numbers']"
632fb217837ac920af6b2381_f_1_0_0,FUNC,f,The function,['f'],"['real-analysis', 'trigonometry', 'derivatives', 'uniform-continuity', 'lipschitz-functions']"
63302654837ac920af76f07f_f_1_9_0,FUNC,C,a function,['C'],"['calculus', 'trigonometry']"
632f7c56837ac920af664ebb_f_1_2_0,SCAL,500 ,constant,5,"['calculus', 'trigonometry']"
632f7c56837ac920af664f25_f_0_0_0,FUNC,X,a function,['X'],"['complex-analysis', 'trigonometry']"
63302655837ac920af76f537_f_2_0_0,FUNC,f,two   odd   functions,['f'],"['limits', 'trigonometry', 'taylor-expansion']"
632ff01d837ac920af711a6d_f_1_1_0,SCAL,4,a value   f_1_1_0,4,"['trigonometry', 'optimization', 'maxima-minima', 'cauchy-schwarz-inequality']"
63302656837ac920af76f92a_f_1_9_0,SCAL,a/30,the fraction   f_1_9_0,"['a', '/', '3']",['trigonometry']
63302656837ac920af76f92a_f_3_9_0,SCAL,180 ,nice fractions,1,['trigonometry']
632f7c58837ac920af665844_f_0_6_0,FUNC,\arccos,a decreasing function,\arccos,"['real-analysis', 'geometry', 'trigonometry', 'inequality']"
632fb218837ac920af6b2d25_f_1_0_0,FUNC,\tan,the function,\tan,['trigonometry']
632ff01e837ac920af711ef7_f_1_4_0,FUNC,\cos,the function   f_1_4_0,\cos,"['functions', 'trigonometry']"
63302656837ac920af76fbf5_f_2_6_0,FUNC,\sin,a function,\sin,"['algebra-precalculus', 'trigonometry']"
632f7c59837ac920af665cc7_f_1_4_0,SCAL,e^{iz},the complex number   f_1_4_0,"['e', '^', '{', 'i', 'z', '}']","['complex-analysis', 'trigonometry', 'absolute-value']"
632ff01f837ac920af7125ec_f_0_6_0,FUNC,f(x) = 6ln(x^{11}-4) -2,one,"['f', '(', 'x', ')', '=', '6', 'l', 'n', '(', 'x', '^', '{', '1', '}', '-', '4', ')', '-', '2']","['algebra-precalculus', 'trigonometry', 'proof-writing', 'logarithms', 'solution-verification']"
632fb219837ac920af6b31fd_f_0_13_0,SCAL,6,a possible value,6,"['geometry', 'trigonometry']"
632f7c59837ac920af6661c4_f_0_16_0,FUNC,S,a function,['S'],"['real-analysis', 'trigonometry']"
63302658837ac920af77037b_f_3_20_0,FUNC,\sin,the function,\sin,"['algebra-precalculus', 'functions', 'trigonometry']"
632ff020837ac920af712cc7_f_0_2_0,FUNC,\sin,the trigonometric functions,\sin,"['calculus', 'integration', 'trigonometry', 'indefinite-integrals', 'intuition']"
632f7c5a837ac920af666561_f_1_0_0,FUNC,f,a function,['f'],"['calculus', 'trigonometry']"
632ff020837ac920af712fd7_f_1_1_0,FUNC,n,the sine function,['n'],"['sequences-and-series', 'limits', 'trigonometry', 'dynamical-systems', 'iterated-function-system']"
632f7c5a837ac920af666561_f_2_0_0,FUNC,f,the function,['f'],"['calculus', 'trigonometry']"
632f7c5a837ac920af666561_f_2_12_0,FUNC,f,the function,['f'],"['calculus', 'trigonometry']"
632fb21a837ac920af6b37c1_f_1_0_0,FUNC,f,The function,['f'],"['analysis', 'trigonometry', 'uniform-continuity']"
632fb21a837ac920af6b3895_f_1_16_0,SCAL,e+1,the value   f_1_16_0,"['e', '+', '1']","['algebra-precalculus', 'functions', 'trigonometry', 'exponential-function', 'euler-mascheroni-constant']"
632fb21a837ac920af6b3895_f_1_24_0,FUNC,g,the function,['g'],"['algebra-precalculus', 'functions', 'trigonometry', 'exponential-function', 'euler-mascheroni-constant']"
63302659837ac920af770859_f_1_0_0,FUNC,f(t)=t^{t},the function,"['f', '(', 't', ')', '=', 't', '^', '{', 't', '}']","['real-analysis', 'trigonometry']"
632f7c5a837ac920af66687b_f_2_0_0,FUNC,f,a differntiable function,['f'],"['calculus', 'trigonometry']"
632fb21a837ac920af6b3b3b_f_1_0_0,FUNC,\arctan,the inverse function,\arctan,"['trigonometry', 'complex-numbers']"
632fb21a837ac920af6b3b86_f_0_0_0,FUNC,f,a function,['f'],"['calculus', 'functions', 'trigonometry', 'derivatives']"
632ff021837ac920af713597_f_1_3_0,FUNC,g,a bijection,['g'],"['calculus', 'integration', 'trigonometry', 'definite-integrals', 'fake-proofs']"
632ff021837ac920af71360a_f_1_3_0,FUNC,f,a bijection,['f'],['trigonometry']
632ff021837ac920af71360a_f_1_4_0,FUNC,h,a bijection,['h'],['trigonometry']
632f8335837ac920af666d13_f_0_0_0,FUNC,f(x)=sin^2(a\cdot x)+sin^2(a\cdot (b-x)),a following function,"['f', '(', 'x', ')', '=', 's', 'i', 'n', '^', '2', '(', 'a', '\\cdot', 'x', ')', '+', 's', 'i', 'n', '^', '2', '(', 'a', '\\cdot', '(', 'b', '-', 'x', ')', ')']","['trigonometry', 'discrete-optimization', 'maxima-minima']"
632ff021837ac920af7136e6_f_0_13_0,FUNC,W,the lambert   f_0_13_0   function,['W'],"['algebra-precalculus', 'trigonometry', 'radicals']"
6330265b837ac920af77107a_f_3_8_0,SCAL,1.19175,the exact value,"['1', '1']",['trigonometry']
6330265b837ac920af77119d_f_0_1_0,SCAL,5 ,", the lower number",5,"['geometry', 'trigonometry']"
632fb21b837ac920af6b3feb_f_2_2_0,SCAL,1,a minimal value,1,"['trigonometry', 'inequality', 'maxima-minima', 'cauchy-schwarz-inequality', 'rearrangement-inequality']"
632fb21b837ac920af6b3ff3_f_1_8_0,FUNC,b,trig function,['b'],['trigonometry']
632f8335837ac920af6670de_f_1_0_0,FUNC,t,the function,['t'],"['real-analysis', 'analysis', 'trigonometry']"
63302dff837ac920af771541_f_1_0_0,FUNC,\cosh,The functions,\cosh,"['calculus', 'trigonometry', 'implicit-differentiation']"
63302dff837ac920af771541_f_1_3_0,FUNC,\cos,an even function,\cos,"['calculus', 'trigonometry', 'implicit-differentiation']"
632fb21b837ac920af6b40bc_f_0_40_0,SCAL,1 ,fraction    output coordinates,1,"['geometry', 'trigonometry', '3d', 'spheres']"
63302e00837ac920af771609_f_0_21_0,SCAL,15 ,a correct value,1,"['algebra-precalculus', 'trigonometry']"
632f8336837ac920af667478_f_1_0_0,FUNC,f(x)=\frac{1}{1+x},the function,"['f', '(', 'x', ')', '=', '\\frac', '{', '1', '}', '{', '1', '+', 'x', '}']","['trigonometry', 'inverse']"
632fb21c837ac920af6b438e_f_1_3_0,FUNC,f,all measurable functions,['f'],"['real-analysis', 'measure-theory', 'trigonometry', 'convergence-divergence', 'fourier-analysis']"
632fb21c837ac920af6b438e_f_1_9_0,FUNC,f,function,['f'],"['real-analysis', 'measure-theory', 'trigonometry', 'convergence-divergence', 'fourier-analysis']"
632fb21c837ac920af6b438e_f_2_0_0,FUNC,f,the function,['f'],"['real-analysis', 'measure-theory', 'trigonometry', 'convergence-divergence', 'fourier-analysis']"
632f8336837ac920af66761c_f_1_4_0,SCAL,1 ,the maximum value   f_1_4_0,1,"['algebra-precalculus', 'trigonometry']"
632f8336837ac920af66761c_f_1_5_0,SCAL,0.75,the value,"['0', '7']","['algebra-precalculus', 'trigonometry']"
632f8336837ac920af66766f_f_2_10_0,SCAL,(x+y),the only numbers,"['(', 'x', '+', 'y', ')']","['trigonometry', 'pythagorean-triples']"
632f8336837ac920af6677ad_f_0_4_0,SCAL,+1,") , the constant term","['+', '1']","['probability', 'trigonometry', 'geometric-probability']"
632ff023837ac920af7144ab_f_1_2_0,SCAL,c(n),The constants,"['c', '(', 'n', ')']","['linear-algebra', 'sequences-and-series', 'trigonometry', 'wronskian']"
63302e01837ac920af771cd3_f_1_1_0,FUNC,f(x) = x^3,the function   f_1_1_0,"['f', '(', 'x', ')', '=', 'x', '^', '3']","['calculus', 'trigonometry', 'derivatives', 'optimization']"
632ff024837ac920af7147bb_f_0_9_0,FUNC,\cos,an even function,\cos,['trigonometry']
632fb21c837ac920af6b48bc_f_2_5_0,FUNC,f,a bijection,['f'],"['trigonometry', 'inverse-function']"
63302e02837ac920af771fd2_f_2_5_0,SCAL,0.68065,the actual value,"['0', '6']","['trigonometry', 'triangles', 'inverse']"
632ff024837ac920af714891_f_1_10_0,SCAL,\frac{ck}{c},the fraction,"['\\frac', '{', 'c', 'k', '}', '{', 'c', '}']","['trigonometry', 'circles']"
632fb21d837ac920af6b4a75_f_1_2_0,FUNC,f,a concave function,['f'],"['real-analysis', 'trigonometry', 'inequality', 'convexity-inequality']"
63302e02837ac920af7723c0_f_1_10_0,FUNC,d,the differential map,['d'],"['real-analysis', 'integration', 'trigonometry']"
632ff024837ac920af714c4b_f_3_4_0,SET,"(1,3)",the set,"['(', '1', ',', '3', ')']","['trigonometry', 'inequality', 'maxima-minima', 'a.m.-g.m.-inequality']"
632ff024837ac920af714c4b_f_3_6_0,FUNC,f(x) = -x^2,functions,"['f', '(', 'x', ')', '=', '-', 'x', '^', '2']","['trigonometry', 'inequality', 'maxima-minima', 'a.m.-g.m.-inequality']"
632f8338837ac920af667ea3_f_2_12_0,SCAL,15,a number,1,"['trigonometry', 'angle', 'unit-of-measure']"
63302e03837ac920af7725f3_f_1_8_0,FUNC,\tan,an increasing function,\tan,['trigonometry']
632fb21d837ac920af6b5059_f_0_2_0,FUNC,f,a trigonometric function,['f'],"['limits', 'trigonometry', 'reference-request']"
632fb21d837ac920af6b514d_f_0_2_0,FUNC,f,some trigonometric functions,['f'],"['complex-analysis', 'limits', 'trigonometry', 'asymptotics', 'infinity']"
632fb21d837ac920af6b514d_f_0_7_0,FUNC,f,some trigonometric function,['f'],"['complex-analysis', 'limits', 'trigonometry', 'asymptotics', 'infinity']"
632ff025837ac920af71528d_f_2_5_0,FUNC,f,The function,['f'],"['trigonometry', 'fast-fourier-transform']"
632fb21e837ac920af6b51dd_f_1_2_0,FUNC,f,a concave function,['f'],"['multivariable-calculus', 'trigonometry', 'inequality', 'arithmetic', 'jensen-inequality']"
632ff025837ac920af71528d_f_2_19_0,FUNC,f,  any   such function,['f'],"['trigonometry', 'fast-fourier-transform']"
632ff025837ac920af71528d_f_2_24_0,FUNC,f,the function,['f'],"['trigonometry', 'fast-fourier-transform']"
632fb21e837ac920af6b531d_f_1_7_0,FUNC,\arctan,an odd function,\arctan,"['real-analysis', 'trigonometry']"
632f8339837ac920af668470_f_0_1_0,FUNC,f(x)=f(x+p),periodic functions,"['f', '(', 'x', ')', '=', 'f', '(', 'x', '+', 'p', ')']","['trigonometry', 'periodic-functions']"
632fb21e837ac920af6b559b_f_0_0_0,FUNC,"f\colon \mathbb{R} \to [-2,2]",any non - trigonometric function,"['f', '\\colon', '\\mathbb{R}', '\\to', '[', '2', ',', '2', ']']","['functions', 'trigonometry']"
632f8339837ac920af668824_f_2_4_0,SCAL,1,maximum value,1,['trigonometry']
632ff026837ac920af715603_f_0_0_0,SCAL,2 ,cosine values,2,"['trigonometry', 'taylor-expansion', 'nested-radicals']"
632ff026837ac920af715603_f_0_6_0,SCAL,80 ,Taylor series Cosine value,8,"['trigonometry', 'taylor-expansion', 'nested-radicals']"
63302e04837ac920af772b07_f_1_9_0,SCAL,2m+1,constant term,"['2', 'm', '+', '1']",['trigonometry']
632f833a837ac920af668b1b_f_2_16_0,FUNC,\tan,an increasing bijection,\tan,"['calculus', 'general-topology', 'trigonometry', 'metric-spaces']"
632ff026837ac920af715a0f_f_0_13_0,FUNC,g(u)=-g(-u),odd function,"['g', '(', 'u', ')', '=', '-', 'g', '(', '-', 'u', ')']","['trigonometry', 'inverse-function']"
632f833a837ac920af668eb6_f_1_2_0,FUNC,f,the function,['f'],"['functions', 'trigonometry']"
632f833a837ac920af668eb6_f_1_6_0,FUNC,f,if a continuous function,['f'],"['functions', 'trigonometry']"
632f833a837ac920af668eb6_f_1_8_0,SCAL,f(a),values,"['f', '(', 'a', ')']","['functions', 'trigonometry']"
632fb21f837ac920af6b59a4_f_2_0_0,SCAL,10,the maximum value,1,['trigonometry']
632fb21f837ac920af6b5a8a_f_2_6_0,FUNC,\arcsin,the inverse map,\arcsin,"['trigonometry', 'notation']"
632f833b837ac920af6690cb_f_0_0_0,FUNC,f,the function,['f'],"['trigonometry', 'derivatives']"
63302e04837ac920af772f52_f_0_4_0,SCAL,-1,the numbers,"['-', '1']","['calculus', 'algebra-precalculus', 'limits', 'trigonometry']"
632f833b837ac920af669354_f_2_0_0,FUNC,f,a function,['f'],"['trigonometry', 'inverse', 'tangent-line']"
632fb21f837ac920af6b5f7d_f_0_0_0,FUNC,f(x) = 2x + 4y^2,the function,"['f', '(', 'x', ')', '=', '2', 'x', '+', '4', 'y', '^', '2']","['calculus', 'real-analysis', 'multivariable-calculus', 'trigonometry']"
632ff028837ac920af716651_f_1_0_0,FUNC,\sin,an odd function,\sin,['trigonometry']
632ff028837ac920af716651_f_1_1_0,FUNC,\cos,an odd function,\cos,['trigonometry']
632f833b837ac920af669628_f_0_0_0,FUNC,f,the function,['f'],"['trigonometry', 'derivatives']"
632f833b837ac920af669628_f_0_4_0,FUNC,f,the function,['f'],"['trigonometry', 'derivatives']"
632fb220837ac920af6b622c_f_3_6_0,SCAL,1,the value   f_3_6_0,1,['trigonometry']
632fb220837ac920af6b6291_f_0_1_0,SCAL,45 ,a constant positive slope,4,['trigonometry']
632f833c837ac920af669a30_f_0_0_0,FUNC,"f:\mathbb{R} \rightarrow [-10,10]",The function,"['f', ':', '\\mathbb{R}', '\\rightarrow', '[', '1', ',', '1', ']']","['trigonometry', 'fake-proofs']"
632f833c837ac920af669a30_f_2_0_0,FUNC,f:\mathbb{R}\to \mathbb{R},Any continuous and periodic function,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['trigonometry', 'fake-proofs']"
632f833c837ac920af669a30_f_6_0_0,FUNC,f(x) = x,a function,"['f', '(', 'x', ')', '=', 'x']","['trigonometry', 'fake-proofs']"
632fb221837ac920af6b6899_f_4_3_0,FUNC, \cos,an even function,\cos,"['functions', 'trigonometry', 'graphing-functions']"
632ff02a837ac920af716f91_f_0_3_0,SCAL,3,the maximum y value,3,"['algebra-precalculus', 'trigonometry']"
632ff02a837ac920af716f91_f_0_4_0,SCAL,-3,the minimum y value,"['-', '3']","['algebra-precalculus', 'trigonometry']"
632ff02a837ac920af716f91_f_1_1_0,SCAL,1,a value   f_1_1_0,1,"['algebra-precalculus', 'trigonometry']"
632ff02a837ac920af716f91_f_1_4_0,SCAL,-3,a value   f_1_4_0,"['-', '3']","['algebra-precalculus', 'trigonometry']"
632ff02a837ac920af716f91_f_1_7_0,SCAL,-3,a value   f_1_7_0,"['-', '3']","['algebra-precalculus', 'trigonometry']"
63302e06837ac920af773a1a_f_3_0_0,FUNC,\sin,a function,\sin,"['calculus', 'algebra-precalculus', 'trigonometry', 'derivatives']"
632ff02b837ac920af717925_f_0_5_0,FUNC,h,the function   f_0_5_0,['h'],"['derivatives', 'trigonometry']"
632ff02c837ac920af718300_f_0_3_0,FUNC,"f,g:\mathbb{R}\rightarrow \mathbb{R}",two functions,"['f', ',', 'g', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']","['calculus', 'functional-analysis', 'trigonometry', 'periodic-functions']"
632ff02c837ac920af718300_f_1_0_0,SCAL,1 ,integer values,1,"['calculus', 'functional-analysis', 'trigonometry', 'periodic-functions']"
632fb222837ac920af6b73e1_f_0_4_0,SCAL,1 ,value,1,['trigonometry']
632fb222837ac920af6b7446_f_0_5_0,FUNC,r,function,['r'],"['algebra-precalculus', 'trigonometry', 'graphing-functions', 'polar-coordinates']"
63302e08837ac920af77426a_f_0_0_0,FUNC,f,a function,['f'],"['calculus', 'real-analysis', 'analysis', 'algebra-precalculus', 'trigonometry']"
632ff6d4837ac920af719391_f_0_5_0,FUNC,f,a trigonometric function,['f'],"['trigonometry', 'math-history']"
632fb223837ac920af6b7af1_f_0_12_0,FUNC,\sin,an odd function,\sin,"['trigonometry', 'proof-verification']"
632fb223837ac920af6b7afd_f_1_6_0,SCAL,-1,this two numbers,"['-', '1']","['calculus', 'trigonometry']"
632fb223837ac920af6b7b92_f_1_8_0,FUNC,\arctan,  f_1_7_0      The function,\arctan,"['algebra-precalculus', 'trigonometry', 'analytic-geometry']"
63302e09837ac920af77478e_f_4_2_0,FUNC,f,The function,['f'],"['algebra-precalculus', 'trigonometry']"
632ff6d4837ac920af719891_f_0_6_0,FUNC,g(x)=-\frac{1}{2}+\frac{e^{-2x}}{4}+\frac{e^{2x}}{4}-x^2,the function,"['g', '(', 'x', ')', '=', '-', '\\frac', '{', '1', '}', '{', '2', '}', '+', '\\frac', '{', 'e', '^', '{', '-', '2', 'x', '}', '}', '{', '4', '}', '+', '\\frac', '{', 'e', '^', '{', '2', 'x', '}', '}', '{', '4', '}', '-', 'x', '^', '2']","['derivatives', 'trigonometry', 'inequality', 'exponential-function', 'alternative-proof']"
63302e09837ac920af77484c_f_0_7_0,SCAL,8 ,values,8,"['trigonometry', 'inequality', 'optimization', 'systems-of-equations']"
632ff6d4837ac920af7199cb_f_0_0_0,FUNC,f,a periodic function,['f'],['trigonometry']
632fb225837ac920af6b8312_f_2_17_0,SCAL,n-m,a rational number,"['n', '-', 'm']","['sequences-and-series', 'trigonometry', 'functional-equations']"
632fb225837ac920af6b83da_f_1_4_0,FUNC,g(t)=-3t^2+2t-1,quadratic function   f_1_4_0,"['g', '(', 't', ')', '=', '-', '3', 't', '^', '2', '+', '2', 't', '-', '1']","['calculus', 'derivatives', 'trigonometry', 'optimization', 'quadratics']"
632fb225837ac920af6b843a_f_0_6_0,SCAL,(m+n),the minimum value,"['(', 'm', '+', 'n', ')']","['calculus', 'trigonometry']"
632fb225837ac920af6b8452_f_2_0_0,SCAL,7,max value,7,"['functions', 'trigonometry']"
63302e09837ac920af774c1e_f_1_1_0,FUNC,x,a decreasing function,['x'],['trigonometry']
63302e09837ac920af774c2a_f_0_5_0,SCAL,0.5,the value   f_0_5_0,"['0', '5']",['trigonometry']
632fb225837ac920af6b85ad_f_0_5_0,FUNC,\sinh,odd functions,\sinh,"['calculus', 'trigonometry', 'hyperbolic-functions']"
63302e0a837ac920af774d4d_f_8_1_0,FUNC,g,some function,['g'],"['calculus', 'limits', 'trigonometry']"
632ff6d6837ac920af71a163_f_3_10_0,FUNC,g(u)=2^u/u,the function,"['g', '(', 'u', ')', '=', '2', '^', 'u', '/', 'u']","['calculus', 'trigonometry', 'optimization']"
632ff6d6837ac920af71a59a_f_0_3_0,SCAL,13 ,value,1,"['trigonometry', 'signal-processing', 'periodic-functions']"
632fb225837ac920af6b883d_f_3_4_0,SCAL,1,The exact value,1,"['algebra-precalculus', 'trigonometry', 'calculator']"
