fid,mtype,exprstr,mention,tokens,tags
632ff02c837ac920af717e13_f_2_6_0,FUNC,g: B \to A,a function   f_2_6_0,"['g', ':', 'B', '\\to', 'A']","['functions', 'elementary-set-theory']"
632ff02c837ac920af717e13_f_3_0_0,FUNC,m:Y \to Z,A function   f_3_0_0,"['m', ':', 'Y', '\\to', 'Z']","['functions', 'elementary-set-theory']"
632ff02c837ac920af717e13_f_3_4_0,FUNC,e:X \to Y,    f_3_3_0     A function,"['e', ':', 'X', '\\to', 'Y']","['functions', 'elementary-set-theory']"
63302e01837ac920af771beb_f_4_0_0,SCAL,11 ,that number,1,['elementary-set-theory']
63302e01837ac920af771bf5_f_1_0_0,FUNC,f,a function,['f'],['elementary-set-theory']
632f833f837ac920af66aa73_f_0_19_0,FUNC,f,the function,['f'],"['elementary-number-theory', 'elementary-set-theory']"
632f833f837ac920af66aa84_f_0_0_0,FUNC,f: X \rightarrow Y,an injection,"['f', ':', 'X', '\\rightarrow', 'Y']","['functions', 'elementary-set-theory', 'proof-verification']"
632ff02c837ac920af717e3c_f_0_11_0,FUNC,x,the function,['x'],"['measure-theory', 'elementary-set-theory']"
63302e01837ac920af771c7e_f_0_1_0,FUNC,f: A \rightarrow A,a function   f_0_1_0,"['f', ':', 'A', '\\rightarrow', 'A']","['elementary-set-theory', 'notation']"
632fb8e3837ac920af6c0042_f_1_7_0,SET,"\{1,2\}",a subset,"['\\{', '1', ',', '2', '\\}']",['elementary-set-theory']
632fb8e3837ac920af6c0043_f_1_3_0,SET,\{a\},the first set,"['\\{', 'a', '\\}']",['elementary-set-theory']
632f833f837ac920af66ac98_f_0_0_0,FUNC,f\colon A\to B,a function,"['f', '\\colon', 'A', '\\to', 'B']",['elementary-set-theory']
63302e01837ac920af771c91_f_2_5_0,SCAL,f(x),exactly two values,"['f', '(', 'x', ')']","['elementary-set-theory', 'solution-verification']"
632fb8e3837ac920af6c0059_f_1_2_0,FUNC,p,the map,['p'],['elementary-set-theory']
632f833f837ac920af66acc8_f_0_0_0,SET,"[-2,1)",sets,"['[', '2', ',', '1', ')']","['functions', 'elementary-set-theory']"
632f833f837ac920af66acc8_f_1_0_0,SET,"(-2,1)",open set,"['(', '2', ',', '1', ')']","['functions', 'elementary-set-theory']"
632fb8e3837ac920af6c0065_f_0_0_0,FUNC,f : A \to B,a function,"['f', ':', 'A', '\\to', 'B']",['elementary-set-theory']
632fb8e3837ac920af6c0065_f_2_3_0,FUNC,f,a function,['f'],['elementary-set-theory']
63302e01837ac920af771cc2_f_0_9_0,FUNC,f: S \rightarrow \mathbb N,a choice function,"['f', ':', 'S', '\\rightarrow', '\\mathbb', 'N']","['elementary-set-theory', 'order-theory']"
632fb8e3837ac920af6c00ac_f_1_4_0,FUNC,f,a function,['f'],"['functions', 'elementary-set-theory']"
632fb8e3837ac920af6c00ac_f_1_7_0,FUNC,h,a choice function,['h'],"['functions', 'elementary-set-theory']"
63302e01837ac920af771cf7_f_0_6_0,FUNC,f:\mathbb{R}\rightarrow \mathbb{R},a function   f_0_6_0,"['f', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']","['functions', 'elementary-set-theory', 'soft-question']"
63302e01837ac920af771cf7_f_0_8_0,FUNC,f:S\rightarrow S,a function   f_0_8_0,"['f', ':', 'S', '\\rightarrow', 'S']","['functions', 'elementary-set-theory', 'soft-question']"
63302e01837ac920af771cf7_f_3_1_0,FUNC,f:S\to S,any injection,"['f', ':', 'S', '\\to', 'S']","['functions', 'elementary-set-theory', 'soft-question']"
632f833f837ac920af66ae59_f_0_5_0,FUNC,f(x) = x^2,a function,"['f', '(', 'x', ')', '=', 'x', '^', '2']","['discrete-mathematics', 'elementary-set-theory']"
632f833f837ac920af66ae59_f_2_0_0,FUNC,f(x) = x^2,a function,"['f', '(', 'x', ')', '=', 'x', '^', '2']","['discrete-mathematics', 'elementary-set-theory']"
63302e01837ac920af771d39_f_0_7_0,FUNC,h: B \cup C \rightarrow C,a surjective function   f_0_7_0,"['h', ':', 'B', '\\cup', 'C', '\\rightarrow', 'C']","['elementary-set-theory', 'solution-verification']"
63302e01837ac920af771d39_f_0_10_0,FUNC,d: M \rightarrow S,the function   f_0_10_0,"['d', ':', 'M', '\\rightarrow', 'S']","['elementary-set-theory', 'solution-verification']"
632fb8e3837ac920af6c022d_f_0_0_0,SET,\mathbb{R},my poset,\mathbb{R},['elementary-set-theory']
63302e01837ac920af771d39_f_1_3_0,FUNC,f,a function,['f'],"['elementary-set-theory', 'solution-verification']"
63302e01837ac920af771d39_f_1_17_0,FUNC,f,a function   f_1_17_0,['f'],"['elementary-set-theory', 'solution-verification']"
63302e01837ac920af771d39_f_1_46_0,FUNC,g,any function,['g'],"['elementary-set-theory', 'solution-verification']"
632f833f837ac920af66af2b_f_0_4_0,FUNC,F,functions,['F'],"['functional-analysis', 'elementary-set-theory']"
632fb8e3837ac920af6c0353_f_0_2_0,FUNC,F,a mapping   f_0_2_0,['F'],"['elementary-set-theory', 'proof-verification', 'cardinals']"
63302e01837ac920af771da1_f_1_8_0,FUNC,x,a function,['x'],"['elementary-set-theory', 'logic']"
632fb8e3837ac920af6c0353_f_1_1_0,FUNC,F,a function,['F'],"['elementary-set-theory', 'proof-verification', 'cardinals']"
632fb8e3837ac920af6c0353_f_1_2_0,FUNC,g:Y\times Z\to X,function,"['g', ':', 'Y', '\\times', 'Z', '\\to', 'X']","['elementary-set-theory', 'proof-verification', 'cardinals']"
63302e01837ac920af771da1_f_1_13_0,FUNC,y,a function,['y'],"['elementary-set-theory', 'logic']"
63302e01837ac920af771da1_f_1_38_0,FUNC,f,a function,['f'],"['elementary-set-theory', 'logic']"
632f833f837ac920af66af66_f_2_0_0,SCAL,0,the possible numbers,0,"['elementary-set-theory', 'equivalence-relations']"
632ff02c837ac920af718115_f_0_31_0,FUNC,f,a function   f_0_31_0,['f'],"['elementary-set-theory', 'axioms']"
632ff02c837ac920af718115_f_0_36_0,FUNC,g:\mathbb{N} \to A,a function   f_0_36_0,"['g', ':', '\\mathbb{N}', '\\to', 'A']","['elementary-set-theory', 'axioms']"
632ff02c837ac920af718160_f_0_10_0,SET,\mathbb Z^2,the set   f_0_10_0,"['\\mathbb', 'Z', '^', '2']","['functions', 'elementary-set-theory', 'soft-question', 'definition']"
632ff02c837ac920af718160_f_0_12_0,FUNC,f,a function,['f'],"['functions', 'elementary-set-theory', 'soft-question', 'definition']"
63302e01837ac920af771e56_f_1_2_0,SET,P\cup C,the set,"['P', '\\cup', 'C']",['elementary-set-theory']
63302e01837ac920af771e56_f_1_3_0,SET,P\cap C,the set,"['P', '\\cap', 'C']",['elementary-set-theory']
632ff02c837ac920af7181b1_f_0_0_0,FUNC,"f : (-1,1) \to \mathbb{R}",a bijective function,"['f', ':', '(', '1', ',', '1', ')', '\\to', '\\mathbb{R}']","['functions', 'elementary-set-theory', 'examples-counterexamples']"
632ff02c837ac920af7181b1_f_1_2_0,FUNC,"f : (-1,1) \to \mathbb{R}",the map,"['f', ':', '(', '1', ',', '1', ')', '\\to', '\\mathbb{R}']","['functions', 'elementary-set-theory', 'examples-counterexamples']"
632f8340837ac920af66b0ce_f_0_0_0,FUNC,f:X\to Y,a function,"['f', ':', 'X', '\\to', 'Y']","['elementary-set-theory', 'proof-writing', 'equivalence-relations']"
63302e01837ac920af771eba_f_0_0_0,FUNC,f:A\to B,a function,"['f', ':', 'A', '\\to', 'B']","['elementary-set-theory', 'category-theory', 'alternative-proof']"
63302e01837ac920af771eba_f_2_37_0,FUNC,k,a bijection,['k'],"['elementary-set-theory', 'category-theory', 'alternative-proof']"
632f8340837ac920af66b139_f_1_25_0,SET,"[1, 4]",a set,"['[', '1', ',', '4', ']']",['elementary-set-theory']
632f8340837ac920af66b186_f_0_11_0,FUNC,f : Z \to Z \cup Y,a bijective function,"['f', ':', 'Z', '\\to', 'Z', '\\cup', 'Y']","['elementary-set-theory', 'real-numbers']"
632ff02c837ac920af7182ec_f_0_4_0,FUNC,n,functions,['n'],"['discrete-mathematics', 'elementary-set-theory']"
632f8340837ac920af66b186_f_1_14_0,FUNC,"f: (0,1) \rightarrow \mathbb{R}",the bijection,"['f', ':', '(', '0', ',', '1', ')', '\\rightarrow', '\\mathbb{R}']","['elementary-set-theory', 'real-numbers']"
632f8340837ac920af66b186_f_2_0_0,SET,"[0,1]",set,"['[', '0', ',', '1', ']']","['elementary-set-theory', 'real-numbers']"
632fb8e4837ac920af6c05b2_f_0_0_0,FUNC,f : A \to B,a function,"['f', ':', 'A', '\\to', 'B']",['elementary-set-theory']
632ff02d837ac920af71837e_f_0_5_0,FUNC,f:X \rightarrow Y,a function   f_0_5_0,"['f', ':', 'X', '\\rightarrow', 'Y']","['functions', 'elementary-set-theory', 'proof-writing']"
632ff02d837ac920af71837e_f_0_8_0,FUNC,f:X \rightarrow Y,a function   f_0_8_0,"['f', ':', 'X', '\\rightarrow', 'Y']","['functions', 'elementary-set-theory', 'proof-writing']"
632f8340837ac920af66b187_f_1_7_0,FUNC,f,a bijection,['f'],"['combinatorics', 'discrete-mathematics', 'elementary-set-theory', 'relations']"
63302e02837ac920af771f8b_f_0_2_0,FUNC,g:\mathbb{N}\rightarrow B,bijective functions,"['g', ':', '\\mathbb{N}', '\\rightarrow', 'B']","['functions', 'elementary-set-theory']"
632fb8e4837ac920af6c05ea_f_1_20_0,FUNC,f(x) = x^2,the functions,"['f', '(', 'x', ')', '=', 'x', '^', '2']",['elementary-set-theory']
632f8340837ac920af66b201_f_2_8_0,SCAL,f-g,a constant function,"['f', '-', 'g']","['real-analysis', 'general-topology', 'functions', 'elementary-set-theory']"
63302e02837ac920af7721b8_f_0_8_0,SCAL,1,digit number   f_0_8_0,1,['elementary-set-theory']
63302e02837ac920af7721b8_f_2_0_0,FUNC,f:A\to B,an injection,"['f', ':', 'A', '\\to', 'B']",['elementary-set-theory']
632fb8e4837ac920af6c0634_f_2_40_0,SET,\varnothing,The sets,\varnothing,"['measure-theory', 'elementary-set-theory']"
632f8340837ac920af66b35e_f_0_6_0,FUNC,f,all injective functions,['f'],"['functions', 'elementary-set-theory', 'notation']"
632ff02d837ac920af7185e8_f_2_20_0,SCAL,1,the value,1,['elementary-set-theory']
63302e02837ac920af77229f_f_0_0_0,SET,A \times C,subsets,"['A', '\\times', 'C']","['elementary-set-theory', 'proof-verification', 'cardinals']"
63302e02837ac920af77229f_f_1_4_0,FUNC,f\colon A\to B,functions   f_1_4_0,"['f', '\\colon', 'A', '\\to', 'B']","['elementary-set-theory', 'proof-verification', 'cardinals']"
632ff02d837ac920af718659_f_0_3_0,FUNC,f:W\to Y,a function   f_0_3_0,"['f', ':', 'W', '\\to', 'Y']","['elementary-set-theory', 'proof-writing', 'axiom-of-choice']"
632ff02d837ac920af718659_f_0_5_0,FUNC,g,the map,['g'],"['elementary-set-theory', 'proof-writing', 'axiom-of-choice']"
632ff02d837ac920af718659_f_0_10_0,FUNC,G:Z\to W,a surjective function     f_0_10_0,"['G', ':', 'Z', '\\to', 'W']","['elementary-set-theory', 'proof-writing', 'axiom-of-choice']"
632ff02d837ac920af718659_f_0_12_0,FUNC,F:Y\to X,an injective function,"['F', ':', 'Y', '\\to', 'X']","['elementary-set-theory', 'proof-writing', 'axiom-of-choice']"
632fb8e4837ac920af6c067a_f_1_0_0,SET,\{\varnothing\},a set,"['\\{', Token('sets__SET_EMPTY', '\\varnothing'), '\\}']","['real-analysis', 'discrete-mathematics', 'elementary-set-theory']"
632ff02d837ac920af7187cb_f_1_0_0,FUNC,f:A\to B,a function,"['f', ':', 'A', '\\to', 'B']",['elementary-set-theory']
632fb8e4837ac920af6c0722_f_0_15_0,FUNC,f: I \to I,a bijective function,"['f', ':', 'I', '\\to', 'I']","['elementary-set-theory', 'permutations']"
632f8340837ac920af66b430_f_1_51_0,FUNC,g,a function,['g'],"['functions', 'elementary-set-theory', 'proof-writing', 'proof-explanation']"
632fb8e4837ac920af6c08f7_f_3_0_0,FUNC,f,a bijection,['f'],"['functions', 'discrete-mathematics', 'elementary-set-theory']"
632fb8e4837ac920af6c08f7_f_3_5_0,FUNC,x,not even a function,['x'],"['functions', 'discrete-mathematics', 'elementary-set-theory']"
632ff6d2837ac920af718a3d_f_1_8_0,SET,\{1\},a finite subset,"['\\{', '1', '\\}']",['elementary-set-theory']
63302e02837ac920af772468_f_0_0_0,SET,\mathbb{N},the set,\mathbb{N},"['elementary-set-theory', 'axioms']"
63302e02837ac920af7724a6_f_1_6_0,FUNC,f,the function   f_1_6_0,['f'],['elementary-set-theory']
632fb8e4837ac920af6c096a_f_2_2_0,SET,A\cap B,the set,"['A', '\\cap', 'B']","['probability', 'elementary-set-theory']"
632fb8e4837ac920af6c096a_f_2_9_0,SET,A\cup B,the set,"['A', '\\cup', 'B']","['probability', 'elementary-set-theory']"
63302e02837ac920af7724a6_f_1_20_0,FUNC,f,the function,['f'],['elementary-set-theory']
632fb8e4837ac920af6c0a18_f_0_1_0,SET,"\{a, b, c\}",the three - point set    f_0_1_0,"['\\{', 'a', ',', 'b', ',', 'c', '\\}']","['real-analysis', 'sequences-and-series', 'general-topology', 'elementary-set-theory', 'convergence-divergence']"
632ff6d2837ac920af718c0b_f_1_2_0,SCAL,s-1/n,upper,"['s', '-', '1', '/', 'n']","['real-analysis', 'elementary-set-theory', 'convergence-divergence', 'supremum-and-infimum', 'upper-lower-bounds']"
632ff6d2837ac920af718c1f_f_1_8_0,SET,\mathbb{N},the set,\mathbb{N},"['elementary-set-theory', 'notation']"
632fb8e4837ac920af6c0a70_f_2_1_0,SET,"\{1,2\}",the sets   f_2_1_0,"['\\{', '1', ',', '2', '\\}']","['elementary-set-theory', 'intuition']"
63302e03837ac920af772617_f_2_41_0,FUNC,f,a choice function,['f'],['elementary-set-theory']
63302e03837ac920af772617_f_2_43_0,FUNC,f,a function,['f'],['elementary-set-theory']
63302e03837ac920af772617_f_2_48_0,FUNC,g,a function,['g'],['elementary-set-theory']
632ff6d3837ac920af718e7b_f_1_0_0,SET,"\{1,2\}",the sets,"['\\{', '1', ',', '2', '\\}']",['elementary-set-theory']
632ff6d3837ac920af718e7b_f_1_2_0,SCAL,1,the number   f_1_2_0,1,['elementary-set-theory']
632ff6d3837ac920af718e7b_f_1_7_0,SET,"\{1,1\}",the same set,"['\\{', '1', ',', '1', '\\}']",['elementary-set-theory']
632fb8e5837ac920af6c0c19_f_1_1_0,SET,"\{0,1,2,3,4\}",a set   f_1_1_0,"['\\{', '0', ',', '1', ',', '2', ',', '3', ',', '4', '\\}']","['abstract-algebra', 'elementary-set-theory', 'notation']"
632f8341837ac920af66b83f_f_0_7_0,FUNC,f:\mathbb{N} \to \mathbb{R},the obvious bijection,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{R}']",['elementary-set-theory']
632ff6d3837ac920af718f17_f_1_10_0,SET,A\cup B,both sets,"['A', '\\cup', 'B']","['elementary-set-theory', 'solution-verification']"
632ff6d3837ac920af718f1b_f_0_15_0,FUNC,G,a surjective function,['G'],"['functions', 'elementary-set-theory', 'logic']"
632ff6d3837ac920af719058_f_1_4_0,FUNC,f,a bijection,['f'],"['elementary-set-theory', 'solution-verification']"
63302e03837ac920af77275b_f_1_2_0,FUNC,"f:A\to\{0,1\}",a function,"['f', ':', 'A', '\\to', '\\{', '0', ',', '1', '\\}']",['elementary-set-theory']
63302e03837ac920af7727db_f_0_0_0,SET,"\{0,1,2,3\}",a set,"['\\{', '0', ',', '1', ',', '2', ',', '3', '\\}']","['functions', 'elementary-set-theory']"
632fb8e5837ac920af6c0d9e_f_0_1_0,SET,"\{a,b,c\}",the three - point set   f_0_1_0,"['\\{', 'a', ',', 'b', ',', 'c', '\\}']","['real-analysis', 'sequences-and-series', 'general-topology', 'elementary-set-theory', 'convergence-divergence']"
632ff6d3837ac920af7191c3_f_0_0_0,SET,\mathbb{N},infinite sets,\mathbb{N},"['elementary-set-theory', 'examples-counterexamples', 'infinity']"
632ff6d3837ac920af7192c9_f_0_6_0,SCAL,3 ,the same number,3,"['combinatorics', 'elementary-set-theory', 'permutations', 'combinations', 'inclusion-exclusion']"
632ff6d3837ac920af7192ef_f_1_11_0,SET,A \times B,sets,"['A', '\\times', 'B']",['elementary-set-theory']
632ff6d3837ac920af719345_f_0_0_0,SCAL,p + q,conjugate numbers,"['p', '+', 'q']","['elementary-set-theory', 'notation', 'solution-verification']"
632f8341837ac920af66bb47_f_2_7_0,FUNC,f(x)=2x^3-1,the function   f_2_7_0,"['f', '(', 'x', ')', '=', '2', 'x', '^', '3', '-', '1']","['algebra-precalculus', 'functions', 'elementary-set-theory']"
632ff6d4837ac920af71938f_f_1_0_0,FUNC,f,The function,['f'],"['functions', 'elementary-set-theory']"
63302e03837ac920af77299a_f_0_0_0,FUNC,f: X \to Y,the function,"['f', ':', 'X', '\\to', 'Y']",['elementary-set-theory']
63302e03837ac920af77299a_f_0_5_0,FUNC,f,the function   f_0_5_0,['f'],['elementary-set-theory']
632ff6d4837ac920af719414_f_0_0_0,FUNC,f : A \rightarrow B,a function,"['f', ':', 'A', '\\rightarrow', 'B']","['functions', 'elementary-set-theory']"
63302e03837ac920af7729a4_f_0_7_0,FUNC,f : \mathbb{R} \rightarrow S,an injection,"['f', ':', '\\mathbb{R}', '\\rightarrow', 'S']","['elementary-set-theory', 'cardinals']"
63302e03837ac920af7729c6_f_0_0_0,SET,\mathbb{N}\times\mathbb{N},The set   f_0_0_0,"['\\mathbb{N}', '\\times', '\\mathbb{N}']","['functions', 'elementary-set-theory']"
632fb8e5837ac920af6c11ad_f_0_5_0,SET," \{ 2, 5 \} ",a subset,"['\\{', '2', ',', '5', '\\}']","['discrete-mathematics', 'elementary-set-theory', 'proof-writing']"
632ff6d4837ac920af7194c4_f_1_0_0,SET,\varnothing,set,\varnothing,"['discrete-mathematics', 'elementary-set-theory']"
63302e03837ac920af7729e0_f_2_4_0,FUNC,f\colon X \to Y,a function,"['f', '\\colon', 'X', '\\to', 'Y']","['functions', 'elementary-set-theory', 'definition']"
63302e03837ac920af7729e0_f_2_5_0,SCAL,f(x),a value,"['f', '(', 'x', ')']","['functions', 'elementary-set-theory', 'definition']"
632f8341837ac920af66bc91_f_0_0_0,FUNC,f: A\rightarrow B,a function,"['f', ':', 'A', '\\rightarrow', 'B']","['functions', 'elementary-set-theory', 'inverse-function']"
632fb8e5837ac920af6c120c_f_1_6_0,FUNC,f,a bijection,['f'],"['real-analysis', 'elementary-set-theory']"
632ff6d4837ac920af71951c_f_0_0_0,FUNC,f:X\rightarrow Y,a function,"['f', ':', 'X', '\\rightarrow', 'Y']","['functions', 'elementary-set-theory']"
632f8342837ac920af66bd58_f_0_9_0,SET,\{A\},just the set,"['\\{', 'A', '\\}']","['general-topology', 'elementary-set-theory']"
632f8342837ac920af66bd58_f_1_3_0,SET,\{A\},a   subset,"['\\{', 'A', '\\}']","['general-topology', 'elementary-set-theory']"
632f8342837ac920af66be5a_f_1_0_0,SCAL,0,the Natural numbers,0,"['discrete-mathematics', 'elementary-set-theory', 'rational-numbers']"
632f8342837ac920af66be5a_f_2_5_0,FUNC,f,The function,['f'],"['discrete-mathematics', 'elementary-set-theory', 'rational-numbers']"
63302e03837ac920af772ad7_f_0_4_0,FUNC,A,a 1- f_0_3_0 function,['A'],"['elementary-set-theory', 'cardinals']"
63302e03837ac920af772aee_f_0_0_0,FUNC,f,A function,['f'],"['elementary-set-theory', 'proof-verification']"
632f8342837ac920af66bec2_f_1_2_0,FUNC,f:A\to B,a bijection   f_1_2_0,"['f', ':', 'A', '\\to', 'B']","['sequences-and-series', 'elementary-set-theory']"
632f8342837ac920af66bec2_f_1_3_0,FUNC,"f:\mathbb{R}\to(0,1)",A bijection   f_1_3_0,"['f', ':', '\\mathbb{R}', '\\to', '(', '0', ',', '1', ')']","['sequences-and-series', 'elementary-set-theory']"
632f8342837ac920af66bf40_f_1_11_0,FUNC,f,the function   f_1_11_0,['f'],['elementary-set-theory']
63302e04837ac920af772b25_f_1_2_0,FUNC,g,a function,['g'],['elementary-set-theory']
632f8342837ac920af66bf40_f_1_16_0,FUNC,x,maps,['x'],['elementary-set-theory']
632ff6d4837ac920af71959e_f_0_2_0,SET,A\times B,a subset   f_0_2_0,"['A', '\\times', 'B']","['real-analysis', 'measure-theory', 'elementary-set-theory', 'solution-verification', 'lebesgue-measure']"
63302e04837ac920af772b67_f_0_3_0,FUNC,f:B\to C,an injection   f_0_3_0,"['f', ':', 'B', '\\to', 'C']","['elementary-set-theory', 'cardinals']"
63302e04837ac920af772b67_f_1_0_0,FUNC,f,the injection,['f'],"['elementary-set-theory', 'cardinals']"
63302e04837ac920af772b67_f_1_7_0,FUNC,f,an injection,['f'],"['elementary-set-theory', 'cardinals']"
632ff6d4837ac920af7195bb_f_0_2_0,FUNC,f: \mathbb{N} \to \mathbb{R},no map,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{R}']","['elementary-set-theory', 'proof-explanation']"
632f8342837ac920af66bfdc_f_0_0_0,FUNC,f: A \to B,a function,"['f', ':', 'A', '\\to', 'B']","['functions', 'elementary-set-theory']"
63302e04837ac920af772d39_f_0_5_0,FUNC,H,any function,['H'],"['elementary-set-theory', 'axiom-of-choice']"
632f8342837ac920af66bffb_f_1_4_0,SCAL,0,value   f_1_4_0,0,"['real-analysis', 'sequences-and-series', 'analysis', 'elementary-set-theory', 'proof-explanation']"
632f8342837ac920af66c051_f_0_4_0,FUNC,f: A \to \mathbb{N},an injective function,"['f', ':', 'A', '\\to', '\\mathbb{N}']",['elementary-set-theory']
632fb8e6837ac920af6c15cf_f_2_6_0,SET,\mathbb R,- empty open subset,"['\\mathbb', 'R']","['general-topology', 'complex-analysis', 'elementary-set-theory', 'metric-spaces']"
632fb8e6837ac920af6c173e_f_1_11_0,SCAL,0,the   digits    f_1_11_0,0,"['elementary-set-theory', 'arithmetic']"
632fb8e6837ac920af6c173e_f_1_15_0,SCAL,1,only the digits   f_1_15_0,1,"['elementary-set-theory', 'arithmetic']"
632fb8e6837ac920af6c178d_f_0_4_0,SET,\mathbb{N},set   f_0_4_0       f_0_5_0,\mathbb{N},"['elementary-set-theory', 'logic', 'quantifiers']"
632fb8e6837ac920af6c178d_f_0_7_0,SET,\mathbb{R},set   f_0_7_0       f_0_8_0   number,\mathbb{R},"['elementary-set-theory', 'logic', 'quantifiers']"
632f8342837ac920af66c31b_f_1_0_0,SET,\mathbb N,Finite subsets,"['\\mathbb', 'N']","['real-analysis', 'elementary-set-theory', 'infinity']"
632f8342837ac920af66c31b_f_1_2_0,SET,\mathbb N,Similarly infinite subsets,"['\\mathbb', 'N']","['real-analysis', 'elementary-set-theory', 'infinity']"
632ff6d4837ac920af719982_f_0_15_0,FUNC,f,a unique function,['f'],"['elementary-set-theory', 'transfinite-induction']"
63302e04837ac920af772f71_f_2_8_0,SET,"\{a,b\}",the only element,"['\\{', 'a', ',', 'b', '\\}']",['elementary-set-theory']
632ff6d4837ac920af719982_f_0_39_0,FUNC,h,the function mapping,['h'],"['elementary-set-theory', 'transfinite-induction']"
632ff6d4837ac920af719982_f_0_46_0,FUNC,f,some function   f_0_46_0,['f'],"['elementary-set-theory', 'transfinite-induction']"
632f8343837ac920af66c486_f_2_1_0,FUNC,g,a function,['g'],"['elementary-set-theory', 'arithmetic', 'recursion']"
632ff6d4837ac920af719982_f_1_6_0,FUNC,f,a function,['f'],"['elementary-set-theory', 'transfinite-induction']"
632f8343837ac920af66c4a2_f_1_7_0,SET,"\{6,7,8,9\}",any subset,"['\\{', '6', ',', '7', ',', '8', ',', '9', '\\}']","['elementary-set-theory', 'relations', 'equivalence-relations']"
632f8343837ac920af66c4a2_f_1_10_0,SET,T\cup U,the subsets,"['T', '\\cup', 'U']","['elementary-set-theory', 'relations', 'equivalence-relations']"
632ff6d5837ac920af719b33_f_0_4_0,FUNC,f,an injection,['f'],['elementary-set-theory']
632f8343837ac920af66c4d5_f_1_1_0,FUNC,f:\mathbb N\rightarrow A,an injective function   f_1_1_0,"['f', ':', '\\mathbb', 'N', '\\rightarrow', 'A']","['elementary-set-theory', 'proof-writing']"
632fb8e6837ac920af6c18fc_f_0_0_0,FUNC,f,a function,['f'],"['functions', 'elementary-set-theory']"
632f8343837ac920af66c4d5_f_1_3_0,FUNC,f:\mathbb N\rightarrow B,an injective function   f_1_3_0,"['f', ':', '\\mathbb', 'N', '\\rightarrow', 'B']","['elementary-set-theory', 'proof-writing']"
632fb8e6837ac920af6c18fc_f_0_4_0,FUNC,Y,a function,['Y'],"['functions', 'elementary-set-theory']"
632f8343837ac920af66c4d5_f_1_11_0,FUNC,g:D\rightarrow B,the function   f_1_11_0,"['g', ':', 'D', '\\rightarrow', 'B']","['elementary-set-theory', 'proof-writing']"
632ff6d5837ac920af719b74_f_1_8_0,SET,\mathbb{N},a set,\mathbb{N},"['elementary-set-theory', 'natural-numbers']"
632fb8e6837ac920af6c18fc_f_0_10_0,FUNC,Y,and   f_0_9_0   maps   f_0_10_0,['Y'],"['functions', 'elementary-set-theory']"
632fb8e6837ac920af6c18fc_f_1_13_0,FUNC,Y,f_1_12_0   mapping   f_1_13_0,['Y'],"['functions', 'elementary-set-theory']"
632f8343837ac920af66c663_f_2_0_0,FUNC,f \colon A \to B,a bijection,"['f', '\\colon', 'A', '\\to', 'B']",['elementary-set-theory']
632f8343837ac920af66c663_f_2_3_0,FUNC,g \colon C \to A,bijection,"['g', '\\colon', 'C', '\\to', 'A']",['elementary-set-theory']
632ff6d5837ac920af719c70_f_1_9_0,FUNC,F,injection,['F'],['elementary-set-theory']
632fb8e6837ac920af6c1922_f_0_6_0,FUNC,g,the bijection,['g'],"['functions', 'elementary-set-theory']"
632f8343837ac920af66c691_f_1_0_0,FUNC,f,  The function,['f'],"['elementary-set-theory', 'notation']"
632fb8e6837ac920af6c1922_f_1_0_0,FUNC,g,such a bijection,['g'],"['functions', 'elementary-set-theory']"
632ff6d5837ac920af719c70_f_1_18_0,FUNC,f,function   f_1_18_0,['f'],['elementary-set-theory']
632f8343837ac920af66c691_f_2_4_0,FUNC,g\colon A \to B,a function,"['g', '\\colon', 'A', '\\to', 'B']","['elementary-set-theory', 'notation']"
632f8343837ac920af66c691_f_2_7_0,FUNC,f,a function,['f'],"['elementary-set-theory', 'notation']"
632f8343837ac920af66c691_f_2_10_0,FUNC,f,a function,['f'],"['elementary-set-theory', 'notation']"
632f8343837ac920af66c691_f_2_26_0,SET,\mathbb N,an infinite set,"['\\mathbb', 'N']","['elementary-set-theory', 'notation']"
632f8343837ac920af66c691_f_2_27_0,SCAL,2^n,the number,"['2', '^', 'n']","['elementary-set-theory', 'notation']"
632fb8e6837ac920af6c194c_f_0_6_0,FUNC,f,partial functions,['f'],"['functions', 'elementary-set-theory', 'turing-machines', 'partial-functions']"
632f8343837ac920af66c691_f_2_43_0,FUNC,"g\colon X\to\{a,b\}",some function,"['g', '\\colon', 'X', '\\to', '\\{', 'a', ',', 'b', '\\}']","['elementary-set-theory', 'notation']"
632fb8e6837ac920af6c194c_f_1_8_0,FUNC,f,partial functions,['f'],"['functions', 'elementary-set-theory', 'turing-machines', 'partial-functions']"
63302e05837ac920af773168_f_0_1_0,SCAL,1 ,number   f_0_1_0,1,"['elementary-set-theory', 'philosophy']"
63302e05837ac920af773184_f_1_1_0,SET,"\{4,5,6\}",only one element,"['\\{', '4', ',', '5', ',', '6', '\\}']","['elementary-set-theory', 'discrete-mathematics']"
632fb8e6837ac920af6c1955_f_1_1_0,SET,S\cup T,a subset,"['S', '\\cup', 'T']","['functions', 'elementary-set-theory']"
632fb8e7837ac920af6c1996_f_0_0_0,FUNC,f,a map,['f'],['elementary-set-theory']
